Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2000-01,23,2TM,NBA,PG,65.0,24.0,1382.0,239.0,573.0,0.417,17.0,46.0,0.37,222.0,527.0,0.421,0.432,123.0,150.0,0.82,42.0,101.0,143.0,62.0,45.0,5.0,75.0,139.0,618.0,0.0,
2000-01,23,DAL,NBA,PG,38.0,6.0,472.0,62.0,178.0,0.348,3.0,10.0,0.3,59.0,168.0,0.351,0.357,33.0,45.0,0.733,20.0,43.0,63.0,21.0,16.0,3.0,21.0,76.0,160.0,0.0,
2000-01,23,WAS,NBA,PG,27.0,18.0,910.0,177.0,395.0,0.448,14.0,36.0,0.389,163.0,359.0,0.454,0.466,90.0,105.0,0.857,22.0,58.0,80.0,41.0,29.0,2.0,54.0,63.0,458.0,0.0,
2001-02,24,WAS,NBA,SG,56.0,28.0,1325.0,223.0,474.0,0.47,5.0,18.0,0.278,218.0,456.0,0.478,0.476,98.0,121.0,0.81,43.0,105.0,148.0,86.0,35.0,7.0,60.0,113.0,549.0,0.0,
2002-03,25,NOH,NBA,PG,66.0,7.0,1360.0,193.0,505.0,0.382,19.0,57.0,0.333,174.0,448.0,0.388,0.401,118.0,146.0,0.808,39.0,79.0,118.0,79.0,31.0,6.0,68.0,125.0,523.0,0.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,187.0,59.0,4067.0,655.0,1552.0,0.422,41.0,121.0,0.339,614.0,1431.0,0.429,0.435,339.0,417.0,0.813,124.0,285.0,409.0,227.0,111.0,18.0,203.0,377.0,1690.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,26.0,1783.0,287.0,681.0,0.422,18.0,53.0,0.339,269.0,627.0,0.429,0.435,149.0,183.0,0.813,54.0,125.0,179.0,100.0,49.0,8.0,89.0,165.0,741.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAS (2 Yrs),WAS (2 Yrs),WAS (2 Yrs),WAS (2 Yrs),,83.0,46.0,2235.0,400.0,869.0,0.46,19.0,54.0,0.352,381.0,815.0,0.467,0.471,188.0,226.0,0.832,65.0,163.0,228.0,127.0,64.0,9.0,114.0,176.0,1007.0,0.0,
NOH (1 Yr),NOH (1 Yr),NOH (1 Yr),NOH (1 Yr),,66.0,7.0,1360.0,193.0,505.0,0.382,19.0,57.0,0.333,174.0,448.0,0.388,0.401,118.0,146.0,0.808,39.0,79.0,118.0,79.0,31.0,6.0,68.0,125.0,523.0,0.0,
DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),,38.0,6.0,472.0,62.0,178.0,0.348,3.0,10.0,0.3,59.0,168.0,0.351,0.357,33.0,45.0,0.733,20.0,43.0,63.0,21.0,16.0,3.0,21.0,76.0,160.0,0.0,
