Season,Team,Lg,Salary
2000-01,Dallas Mavericks,NBA,"$1,319,400"
2001-02,Washington Wizards,NBA,"$1,418,400"
2002-03,New Orleans Hornets,NBA,"$1,517,280"
2003-04,New Orleans Hornets,NBA,"$2,168,193"
2004-05,Sacramento Kings,NBA,"$79,029"
Career,(may be incomplete),,"$6,502,302"
