Season,Team,Lg,Salary
2006-07,New York Knicks,NBA,"$899,880"
2007-08,New York Knicks,NBA,"$967,320"
2008-09,Los Angeles Clippers,NBA,"$1,034,760"
2009-10,Los Angeles Clippers,NBA,"$1,867,742"
Career,(may be incomplete),,"$4,769,702"
