Season,Team,Lg,Salary
2015-16,Utah Jazz,NBA,"$2,239,800"
2016-17,Utah Jazz,NBA,"$2,340,600"
2017-18,Denver Nuggets,NBA,"$2,441,400"
2018-19,Denver Nuggets,NBA,"$3,364,249"
2019-20,San Antonio Spurs,NBA,"$5,500,000"
2020-21,San Antonio Spurs,NBA,"$5,500,000"
2021-22,Sacramento Kings,NBA,"$2,500,000"
2022-23,Sacramento Kings,NBA,"$2,625,000"
2023-24,Sacramento Kings,NBA,"$8,000,000"
2024-25,Sacramento Kings,NBA,"$8,000,000"
Career,(may be incomplete),,"$42,511,049"
