Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2017-18,19,OKC,NBA,SG,3,0,6,8.2,8.2,1.0,8.2,8.2,1.0,0.0,0.0,,1.5,0.0,0.0,8.2,0.0,8.2,8.2,0.0,0.0,0.0,16.4,24.5,269,116,
2018-19,20,OKC,NBA,SG,5,5,128,3.4,9.4,0.36,2.6,6.8,0.389,0.8,2.6,0.286,0.5,0.0,0.0,0.8,3.8,4.5,2.3,0.8,0.0,1.9,7.2,9.4,92,116,
2019-20,21,OKC,NBA,SF,4,1,42,2.3,12.6,0.182,2.3,11.4,0.2,0.0,1.1,0.0,0.273,0.0,0.0,1.1,3.4,4.6,1.1,1.1,0.0,1.1,3.4,6.9,63,112,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,12,6,176,3.3,10.1,0.324,2.7,7.9,0.345,0.5,2.2,0.25,0.459,0.0,0.0,1.1,3.6,4.7,2.2,0.8,0.0,1.6,6.6,9.3,90,115,
