Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2017-18,19,OKC,NBA,SG,3,0,2.0,0.3,0.3,1.0,0.3,0.3,1.0,0.0,0.0,,1.5,0.0,0.0,0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.7,1.0,
2018-19,20,OKC,NBA,SG,5,5,25.6,1.8,5.0,0.36,1.4,3.6,0.389,0.4,1.4,0.286,0.5,0.0,0.0,0.4,2.0,2.4,1.2,0.4,0.0,1.0,3.8,5.0,
2019-20,21,OKC,NBA,SF,4,1,10.5,0.5,2.8,0.182,0.5,2.5,0.2,0.0,0.3,0.0,0.273,0.0,0.0,0.3,0.8,1.0,0.3,0.3,0.0,0.3,0.8,1.5,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,12,6,14.7,1.0,3.1,0.324,0.8,2.4,0.345,0.2,0.7,0.25,0.459,0.0,0.0,0.3,1.1,1.4,0.7,0.3,0.0,0.5,2.0,2.8,
