"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 29_level_0', 'Awards')"
2007-08,21,2TM,NBA,SG,17.0,0.0,74.0,0.28,18.6,0.56,0.12,0.04,0.0,0.4,0.44,0.357,0.667,0.0,0.3,0.182,0.0,0.5,0.0,0.0,0.091,0.0,0.0,0.0,
2007-08,21,POR,NBA,PG,8.0,0.0,44.0,0.25,20.8,0.5,0.063,0.063,0.0,0.375,0.5,0.375,1.0,0.0,0.333,0.125,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
2007-08,21,DEN,NBA,SG,9.0,0.0,30.0,0.333,16.4,0.667,0.222,0.0,0.0,0.444,0.333,0.333,0.5,,0.25,0.333,0.0,1.0,0.0,0.0,0.333,0.0,0.0,0.0,
1 Yr,1 Yr,1 Yr,1 Yr,,17.0,0.0,74.0,0.28,18.6,0.56,0.12,0.04,0.0,0.4,0.44,0.357,0.667,0.0,0.3,0.182,0.0,0.5,0.0,0.0,0.091,0.0,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,0.0,357.0,0.28,18.6,0.56,0.12,0.04,0.0,0.4,0.44,0.357,0.667,0.0,0.3,0.182,0.0,0.5,0.0,0.0,0.091,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEN (1 Yr),DEN (1 Yr),DEN (1 Yr),DEN (1 Yr),,9.0,0.0,30.0,0.333,16.4,0.667,0.222,0.0,0.0,0.444,0.333,0.333,0.5,,0.25,0.333,0.0,1.0,0.0,0.0,0.333,0.0,0.0,0.0,
POR (1 Yr),POR (1 Yr),POR (1 Yr),POR (1 Yr),,8.0,0.0,44.0,0.25,20.8,0.5,0.063,0.063,0.0,0.375,0.5,0.375,1.0,0.0,0.333,0.125,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
