Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2009-10,22,CHA,NBA,SF,2,0,1,56.2,56.2,1.0,0.0,0.0,56.2,56.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.5,200,121,
1 Yr,1 Yr,1 Yr,1 Yr,,2,0,1,56.2,56.2,1.0,0.0,0.0,56.2,56.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.5,200,121,
