Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2017-18,22,HOU,NBA,C,3,0,6,8.4,8.4,1.0,0.0,0.0,8.4,8.4,1.0,1.0,0.0,0.0,0.0,8.4,8.4,0.0,0.0,0.0,0.0,0.0,16.7,200,113,
1 Yr,1 Yr,1 Yr,1 Yr,,3,0,6,8.4,8.4,1.0,0.0,0.0,8.4,8.4,1.0,1.0,0.0,0.0,0.0,8.4,8.4,0.0,0.0,0.0,0.0,0.0,16.7,200,113,
