Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2012-13,24.0,BRK,NBA,C,1,0,10:35,0,1,0.0,0,1,0.0,3,4,0.75,2,5,3,0,0,1,1,3
Career,,,NBA,,1,0,11,0,1,0.0,0,1,0.0,3,4,0.75,2,5,3,0,0,1,1,3
