Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2001-02,23,NJN,NBA,C,17.0,0.0,227.0,12.0,33.0,0.364,0.0,0.0,,12.0,33.0,0.364,0.364,25.0,38.0,0.658,24.0,17.0,41.0,7.0,5.0,6.0,12.0,48.0,49.0,0.0,
2002-03,24,NJN,NBA,C,20.0,20.0,529.0,33.0,91.0,0.363,0.0,2.0,0.0,33.0,89.0,0.371,0.363,51.0,61.0,0.836,51.0,74.0,125.0,17.0,13.0,12.0,18.0,74.0,117.0,0.0,
2003-04,25,NJN,NBA,C,11.0,11.0,266.0,14.0,38.0,0.368,0.0,0.0,,14.0,38.0,0.368,0.368,12.0,16.0,0.75,18.0,26.0,44.0,17.0,3.0,10.0,15.0,49.0,40.0,0.0,
2004-05,26,NJN,NBA,C,4.0,4.0,128.0,4.0,17.0,0.235,0.0,0.0,,4.0,17.0,0.235,0.235,3.0,8.0,0.375,9.0,17.0,26.0,1.0,2.0,0.0,5.0,19.0,11.0,0.0,
2005-06,27,NJN,NBA,C,11.0,11.0,302.0,9.0,25.0,0.36,0.0,0.0,,9.0,25.0,0.36,0.36,13.0,22.0,0.591,20.0,35.0,55.0,3.0,5.0,2.0,9.0,55.0,31.0,0.0,
2006-07,28,NJN,NBA,PF,12.0,12.0,329.0,12.0,21.0,0.571,0.0,0.0,,12.0,21.0,0.571,0.571,4.0,11.0,0.364,16.0,24.0,40.0,2.0,7.0,3.0,16.0,45.0,28.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,31,ATL,NBA,C,3.0,0.0,10.0,3.0,5.0,0.6,0.0,0.0,,3.0,5.0,0.6,0.6,0.0,0.0,,3.0,2.0,5.0,0.0,0.0,0.0,1.0,7.0,6.0,0.0,
2010-11,32,ATL,NBA,C,12.0,9.0,158.0,9.0,14.0,0.643,0.0,0.0,,9.0,14.0,0.643,0.643,3.0,8.0,0.375,6.0,11.0,17.0,1.0,5.0,3.0,5.0,31.0,21.0,0.0,
2011-12,33,ATL,NBA,C,5.0,4.0,85.0,6.0,11.0,0.545,0.0,0.0,,6.0,11.0,0.545,0.545,0.0,0.0,,4.0,8.0,12.0,0.0,1.0,0.0,10.0,16.0,12.0,0.0,
9 Yrs,9 Yrs,9 Yrs,9 Yrs,,95.0,71.0,2034.0,102.0,255.0,0.4,0.0,2.0,0.0,102.0,253.0,0.403,0.4,111.0,164.0,0.677,151.0,214.0,365.0,48.0,41.0,36.0,91.0,344.0,315.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,61.0,1756.0,88.0,220.0,0.4,0.0,2.0,0.0,88.0,218.0,0.403,0.4,96.0,142.0,0.677,130.0,185.0,315.0,41.0,35.0,31.0,79.0,297.0,272.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NJN (6 Yrs),NJN (6 Yrs),NJN (6 Yrs),NJN (6 Yrs),,75.0,58.0,1781.0,84.0,225.0,0.373,0.0,2.0,0.0,84.0,223.0,0.377,0.373,108.0,156.0,0.692,138.0,193.0,331.0,47.0,35.0,33.0,75.0,290.0,276.0,0.0,
ATL (3 Yrs),ATL (3 Yrs),ATL (3 Yrs),ATL (3 Yrs),,20.0,13.0,253.0,18.0,30.0,0.6,0.0,0.0,,18.0,30.0,0.6,0.6,3.0,8.0,0.375,13.0,21.0,34.0,1.0,6.0,3.0,16.0,54.0,39.0,0.0,
