Season,Team,Lg,Salary
2004-05,New Orleans Hornets,NBA,"$1,206,600"
2005-06,New Orleans/Oklahoma City Hornets,NBA,"$1,297,080"
2006-07,Denver Nuggets,NBA,"$1,387,560"
2007-08,Denver Nuggets,NBA,"$2,134,067"
2008-09,Denver Nuggets,NBA,"$4,985,001"
2009-10,Denver Nuggets,NBA,"$5,508,426"
2010-11,Denver Nuggets,NBA,"$6,757,851"
2011-12,New York Knicks,NBA,"$2,382,353"
2012-13,New York Knicks,NBA,"$2,806,452"
2013-14,New York Knicks,NBA,"$5,565,000"
2014-15,Cleveland Cavaliers,NBA,"$6,516,000"
2015-16,Cleveland Cavaliers,NBA,"$5,000,000"
2016-17,Cleveland Cavaliers,NBA,"$12,800,000"
2017-18,Cleveland Cavaliers,NBA,"$13,760,000"
2018-19,Cleveland Cavaliers,NBA,"$14,720,000"
2019-20,Cleveland Cavaliers,NBA,"$1,456,667"
2019-20,Los Angeles Lakers,NBA,"$289,803"
2020-21,Cleveland Cavaliers,NBA,"$1,456,667"
2021-22,Cleveland Cavaliers,NBA,"$1,456,666"
Career,(may be incomplete),,"$91,486,193"
