Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2006-07,21,UTA,NBA,PF,17.0,0.0,263.0,5.7,11.0,0.525,0.0,0.1,0.0,5.7,10.8,0.532,0.525,2.2,3.3,0.667,5.2,5.1,10.3,1.1,1.5,1.2,1.8,5.3,13.7,
2007-08,22,UTA,NBA,PF,12.0,0.0,210.0,5.5,10.6,0.516,0.0,0.2,0.0,5.5,10.5,0.525,0.516,2.2,4.3,0.52,3.9,4.1,8.1,0.7,1.2,2.7,1.5,6.3,13.2,
2008-09,23,UTA,NBA,PF,5.0,0.0,155.0,5.8,11.4,0.51,0.0,0.0,,5.8,11.4,0.51,0.51,2.1,4.2,0.5,4.6,4.6,9.3,1.9,0.9,1.2,1.4,3.9,13.7,
2009-10,24,UTA,NBA,PF,10.0,0.0,323.0,7.8,13.6,0.574,0.0,0.2,0.0,7.8,13.4,0.583,0.574,4.5,6.5,0.69,3.8,6.0,9.8,2.5,1.2,1.6,1.4,4.0,20.1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12,26,UTA,NBA,PF,4.0,4.0,139.0,5.2,14.0,0.37,0.0,0.8,0.0,5.2,13.2,0.392,0.37,2.1,4.1,0.5,4.4,7.0,11.4,0.5,0.3,2.6,2.3,2.8,12.4,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,28,ATL,NBA,PF,7.0,7.0,267.0,5.5,13.9,0.398,1.2,3.6,0.333,4.3,10.2,0.421,0.442,6.1,7.6,0.804,2.8,7.4,10.2,2.7,1.3,1.8,2.7,3.4,18.3,
2014-15,29,ATL,NBA,PF,16.0,15.0,566.0,5.4,13.3,0.407,1.0,3.1,0.306,4.5,10.2,0.438,0.443,3.7,5.0,0.744,2.3,6.6,8.8,3.5,1.6,0.9,2.2,3.3,15.5,
2015-16,30,ATL,NBA,PF,10.0,10.0,365.0,5.8,13.5,0.431,0.8,3.3,0.242,5.0,10.3,0.49,0.46,4.0,5.4,0.745,2.8,6.5,9.3,2.7,1.3,2.3,2.6,2.9,16.5,
2016-17,31,ATL,NBA,PF,6.0,6.0,219.0,8.2,16.3,0.505,0.5,2.8,0.176,7.7,13.5,0.573,0.52,7.1,8.7,0.811,1.5,7.7,9.2,4.3,1.6,0.7,3.8,3.1,24.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-19,33,DEN,NBA,PF,14.0,14.0,469.0,5.6,12.0,0.468,0.9,2.9,0.316,4.7,9.1,0.517,0.506,3.6,4.7,0.77,1.8,5.4,7.2,0.8,0.9,1.2,1.4,3.7,15.7,
2019-20,34,DEN,NBA,PF,19.0,19.0,459.0,3.7,9.3,0.398,1.2,3.5,0.341,2.5,5.8,0.432,0.462,3.4,4.2,0.796,2.0,4.9,7.0,1.8,0.9,0.7,2.0,3.8,11.9,
2020-21,35,DEN,NBA,PF,9.0,0.0,109.0,7.3,16.5,0.44,2.0,7.6,0.261,5.3,8.9,0.593,0.5,2.6,4.3,0.615,3.0,8.6,11.6,5.0,1.0,2.0,2.6,4.6,19.2,
2021-22,36,PHI,NBA,C,1.0,0.0,6.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,6.0,6.0,6.0,0.0,0.0,0.0,6.0,0.0,
13 Yrs,13 Yrs,13 Yrs,13 Yrs,,130.0,75.0,3550.0,5.7,12.6,0.457,0.7,2.4,0.286,5.1,10.2,0.498,0.484,3.8,5.2,0.726,2.9,6.0,8.9,2.3,1.2,1.4,2.1,3.8,15.9,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTA (5 Yrs),UTA (5 Yrs),UTA (5 Yrs),UTA (5 Yrs),,48.0,4.0,1090.0,6.2,12.1,0.515,0.0,0.2,0.0,6.2,11.9,0.525,0.515,2.8,4.7,0.61,4.4,5.4,9.7,1.5,1.1,1.8,1.7,4.6,15.3,
ATL (4 Yrs),ATL (4 Yrs),ATL (4 Yrs),ATL (4 Yrs),,39.0,38.0,1417.0,6.0,13.9,0.429,0.9,3.2,0.278,5.1,10.7,0.474,0.461,4.8,6.1,0.773,2.4,6.9,9.3,3.3,1.5,1.4,2.6,3.2,17.6,
DEN (3 Yrs),DEN (3 Yrs),DEN (3 Yrs),DEN (3 Yrs),,42.0,33.0,1037.0,4.9,11.2,0.438,1.1,3.6,0.314,3.8,7.6,0.498,0.489,3.4,4.4,0.766,2.0,5.5,7.6,1.7,0.9,1.0,1.8,3.9,14.4,
PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),,1.0,0.0,6.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,6.0,6.0,6.0,0.0,0.0,0.0,6.0,0.0,
