Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2019-20,21,CHO,NBA,PF,58.0,57.0,1759.0,268.0,589.0,0.455,86.0,230.0,0.374,182.0,359.0,0.507,0.528,88.0,136.0,0.647,58.0,258.0,316.0,123.0,51.0,44.0,93.0,158.0,710.0,0.0,
2020-21,22,CHO,NBA,PF,64.0,61.0,1954.0,302.0,686.0,0.44,112.0,290.0,0.386,190.0,396.0,0.48,0.522,108.0,145.0,0.745,93.0,325.0,418.0,161.0,69.0,79.0,128.0,171.0,824.0,0.0,
2021-22,23,CHO,NBA,C,65.0,28.0,1768.0,250.0,532.0,0.47,110.0,301.0,0.365,140.0,231.0,0.606,0.573,58.0,81.0,0.716,82.0,255.0,337.0,147.0,57.0,61.0,82.0,152.0,668.0,0.0,
2022-23,24,CHO,NBA,PF,73.0,73.0,2380.0,434.0,978.0,0.444,149.0,428.0,0.348,285.0,550.0,0.518,0.52,127.0,174.0,0.73,73.0,285.0,358.0,175.0,66.0,79.0,110.0,193.0,1144.0,0.0,
2023-24,25,2TM,NBA,PF,73.0,45.0,2221.0,354.0,811.0,0.436,132.0,413.0,0.32,222.0,398.0,0.558,0.518,99.0,145.0,0.683,85.0,326.0,411.0,141.0,72.0,59.0,96.0,169.0,939.0,0.0,
2023-24,25,CHO,NBA,PF,44.0,17.0,1286.0,227.0,509.0,0.446,79.0,244.0,0.324,148.0,265.0,0.558,0.524,67.0,94.0,0.713,53.0,179.0,232.0,97.0,38.0,32.0,66.0,112.0,600.0,0.0,
2023-24,25,DAL,NBA,PF,29.0,28.0,935.0,127.0,302.0,0.421,53.0,169.0,0.314,74.0,133.0,0.556,0.508,32.0,51.0,0.627,32.0,147.0,179.0,44.0,34.0,27.0,30.0,57.0,339.0,0.0,
2024-25,26,DAL,NBA,PF,57.0,56.0,1835.0,301.0,665.0,0.453,91.0,239.0,0.381,210.0,426.0,0.493,0.521,143.0,198.0,0.722,82.0,360.0,442.0,131.0,63.0,60.0,118.0,131.0,836.0,0.0,
2025-26,27,DAL,NBA,PF,15.0,15.0,463.0,77.0,182.0,0.423,19.0,64.0,0.297,58.0,118.0,0.492,0.475,43.0,65.0,0.662,17.0,98.0,115.0,36.0,16.0,15.0,39.0,35.0,216.0,0.0,
7 Yrs,7 Yrs,7 Yrs,7 Yrs,,405.0,335.0,12380.0,1986.0,4443.0,0.447,699.0,1965.0,0.356,1287.0,2478.0,0.519,0.526,666.0,944.0,0.706,490.0,1907.0,2397.0,914.0,394.0,397.0,666.0,1009.0,5337.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,68.0,2507.0,402.0,900.0,0.447,142.0,398.0,0.356,261.0,502.0,0.519,0.526,135.0,191.0,0.706,99.0,386.0,485.0,185.0,80.0,80.0,135.0,204.0,1081.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHO (5 Yrs),CHO (5 Yrs),CHO (5 Yrs),CHO (5 Yrs),,304.0,236.0,9147.0,1481.0,3294.0,0.45,536.0,1493.0,0.359,945.0,1801.0,0.525,0.531,448.0,630.0,0.711,359.0,1302.0,1661.0,703.0,281.0,295.0,479.0,786.0,3946.0,0.0,
DAL (3 Yrs),DAL (3 Yrs),DAL (3 Yrs),DAL (3 Yrs),,101.0,99.0,3233.0,505.0,1149.0,0.44,163.0,472.0,0.345,342.0,677.0,0.505,0.51,218.0,314.0,0.694,131.0,605.0,736.0,211.0,113.0,102.0,187.0,223.0,1391.0,0.0,
