Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2014-15,22,CLE,NBA,PG,13.0,13.0,464.0,20.9,0.573,0.324,0.373,2.4,8.6,5.6,20.1,1.9,2.0,8.5,23.0,1.5,0.5,2.0,0.209,4.5,0.7,5.2,0.8,
2015-16,23,CLE,NBA,PG,21.0,21.0,774.0,24.4,0.574,0.274,0.208,2.3,7.1,4.7,23.5,2.5,1.6,9.4,30.4,2.6,0.8,3.4,0.21,5.4,0.6,6.0,1.6,
2016-17,24,CLE,NBA,PG,18.0,18.0,653.0,21.3,0.573,0.319,0.227,2.4,6.5,4.6,24.7,1.7,1.0,10.6,31.1,1.6,0.4,2.0,0.147,4.0,-1.8,2.2,0.7,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-19,26,BOS,NBA,PG,9.0,9.0,330.0,15.7,0.488,0.324,0.223,1.6,10.1,6.0,35.8,1.9,1.1,12.5,30.1,0.0,0.5,0.4,0.06,2.1,0.3,2.5,0.4,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-21,28,BRK,NBA,PG,9.0,9.0,325.0,20.0,0.582,0.399,0.172,4.3,13.0,8.8,15.8,1.4,1.4,5.9,26.0,0.6,0.5,1.1,0.164,4.1,-0.6,3.5,0.5,
2021-22,29,BRK,NBA,PG,4.0,4.0,170.0,19.2,0.588,0.333,0.333,4.6,11.6,8.1,18.9,2.1,2.8,11.1,21.9,0.4,0.0,0.4,0.115,3.4,-0.7,2.8,0.2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-24,31,DAL,NBA,SG,22.0,22.0,879.0,16.6,0.566,0.342,0.183,2.9,7.6,5.3,21.5,1.4,0.8,10.6,24.9,1.4,0.7,2.1,0.116,2.6,-0.2,2.4,1.0,
7 Yrs,7 Yrs,7 Yrs,7 Yrs,,96.0,96.0,3595.0,20.0,0.565,0.322,0.226,2.7,8.3,5.6,23.0,1.8,1.3,9.9,27.4,8.1,3.4,11.5,0.153,3.8,-0.2,3.6,5.1,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,82.0,3071.0,20.0,0.565,0.322,0.226,2.7,8.3,5.6,23.0,1.8,1.3,9.9,27.4,6.9,2.9,9.8,0.153,3.8,-0.2,3.6,4.4,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLE (3 Yrs),CLE (3 Yrs),CLE (3 Yrs),CLE (3 Yrs),,52.0,52.0,1891.0,22.4,0.573,0.301,0.246,2.4,7.2,4.9,23.1,2.1,1.5,9.7,28.8,5.7,1.7,7.4,0.188,4.7,-0.2,4.5,3.1,
BRK (2 Yrs),BRK (2 Yrs),BRK (2 Yrs),BRK (2 Yrs),,13.0,13.0,495.0,19.7,0.584,0.381,0.217,4.4,12.5,8.6,16.9,1.6,1.9,7.5,24.6,1.1,0.4,1.5,0.147,3.9,-0.6,3.2,0.7,
DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),,22.0,22.0,879.0,16.6,0.566,0.342,0.183,2.9,7.6,5.3,21.5,1.4,0.8,10.6,24.9,1.4,0.7,2.1,0.116,2.6,-0.2,2.4,1.0,
BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),,9.0,9.0,330.0,15.7,0.488,0.324,0.223,1.6,10.1,6.0,35.8,1.9,1.1,12.5,30.1,0.0,0.5,0.4,0.06,2.1,0.3,2.5,0.4,
