Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2016-17,28.0,LAC,NBA,C,1,0,12:30,3,5,0.6,0,2,0.0,0,0,,0,3,2,0,0,0,1,6
Career,,,NBA,,1,0,13,3,5,0.6,0,2,0.0,0,0,,0,3,2,0,0,0,1,6
