Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2009-10,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2010-11,21,CLE,NBA,SF,44,18,947,9.0,.476,.297,.092,3.2,12.0,7.5,6.2,1.9,2.3,12.9,17.5,-0.8,0.5,-0.3,-0.016,-3.4,-0.6,-4.0,-0.5,
2011-12,22,2TM,NBA,SF,7,0,102,4.8,.298,.120,.320,4.4,11.5,7.8,7.5,1.5,3.7,9.5,14.0,-0.2,0.1,-0.1,-0.061,-5.1,-0.4,-5.6,-0.1,
2011-12,22,CLE,NBA,SF,6,0,83,2.1,.208,.105,.316,4.0,12.8,8.2,7.2,1.9,3.7,8.5,12.8,-0.2,0.1,-0.2,-0.103,-6.3,-0.1,-6.4,-0.1,
2011-12,22,LAL,NBA,SF,1,0,19,16.7,.581,.167,.333,6.2,5.6,5.9,8.8,0.0,3.8,12.7,19.0,0.0,0.0,0.0,.122,-0.1,-1.8,-1.9,0.0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,51,18,1049,8.6,.461,.284,.109,3.3,11.9,7.5,6.4,1.8,2.4,12.6,17.1,-1.0,0.6,-0.4,-0.020,-3.6,-0.6,-4.2,-0.6,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,29,1687,8.6,.461,.284,.109,3.3,11.9,7.5,6.4,1.8,2.4,12.6,17.1,-1.7,1.0,-0.7,-0.020,-3.6,-0.6,-4.2,-0.9,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLE (2 Yrs),CLE (2 Yrs),CLE (2 Yrs),CLE (2 Yrs),,50,18,1030,8.5,.459,.286,.105,3.3,12.0,7.5,6.3,1.9,2.4,12.6,17.1,-1.1,0.6,-0.5,-0.023,-3.6,-0.6,-4.2,-0.6,
LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),,1,0,19,16.7,.581,.167,.333,6.2,5.6,5.9,8.8,0.0,3.8,12.7,19.0,0.0,0.0,0.0,.122,-0.1,-1.8,-1.9,0.0,
