Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2005-06,24,DAL,NBA,C,22,18,407,24,39,0.615,0,0,24,39,0.615,0.615,11,18,0.611,40,69,109,2,14,28,11,81,59,0,
2006-07,25,DAL,NBA,C,6,3,140,9,15,0.6,0,0,9,15,0.6,0.6,3,7,0.429,16,25,41,2,3,10,4,21,21,0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,28,21,547,33,54,0.611,0,0,33,54,0.611,0.611,14,25,0.56,56,94,150,4,17,38,15,102,80,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,62,1602,97,158,0.611,0,0,97,158,0.611,0.611,41,73,0.56,164,275,439,12,50,111,44,299,234,0,
