Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2018-19,23,DEN,NBA,PF,5.0,0.0,15.0,2.4,7.2,0.333,2.4,4.8,0.5,0.0,2.4,0.0,0.5,0.0,0.0,0.0,7.2,7.2,0.0,0.0,0.0,2.4,4.8,7.2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-22,26,UTA,NBA,PF,6.0,0.0,56.0,3.2,11.6,0.278,2.6,7.7,0.333,0.6,3.9,0.167,0.389,0.0,0.0,1.3,6.4,7.7,3.2,1.3,0.0,1.3,2.6,9.0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,11.0,0.0,71.0,3.0,10.6,0.286,2.5,7.1,0.357,0.5,3.5,0.143,0.405,0.0,0.0,1.0,6.6,7.6,2.5,1.0,0.0,1.5,3.0,8.6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTA (1 Yr),UTA (1 Yr),UTA (1 Yr),UTA (1 Yr),,6.0,0.0,56.0,3.2,11.6,0.278,2.6,7.7,0.333,0.6,3.9,0.167,0.389,0.0,0.0,1.3,6.4,7.7,3.2,1.3,0.0,1.3,2.6,9.0,
DEN (1 Yr),DEN (1 Yr),DEN (1 Yr),DEN (1 Yr),,5.0,0.0,15.0,2.4,7.2,0.333,2.4,4.8,0.5,0.0,2.4,0.0,0.5,0.0,0.0,0.0,7.2,7.2,0.0,0.0,0.0,2.4,4.8,7.2,
