"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', 'eFG%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 20_level_0', 'Awards')"
2023-24,24,BOS,NBA,C,3,0,13,0.667,0.667,0.667,0.667,0.0,0.0,141,122,122,115,0,0,
2024-25,25,BOS,NBA,C,4,0,13,0.833,0.833,0.833,0.833,0.0,0.0,178,153,153,145,0,0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,7,0,26,0.778,0.778,0.778,0.778,0.0,0.0,165,143,143,135,0,0,
