Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2023-24,24,BOS,NBA,C,3,0,13,8.0,12.1,0.667,0.0,0.0,8.0,12.1,0.667,0.667,0.0,0.0,4.0,8.0,12.1,0.0,0.0,4.0,0.0,0.0,16.1,144,108,
2024-25,25,BOS,NBA,C,4,0,13,20.2,24.2,0.833,0.0,0.0,20.2,24.2,0.833,0.833,0.0,0.0,8.1,0.0,8.1,8.1,4.0,0.0,0.0,8.1,40.3,179,109,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,7,0,26,14.1,18.1,0.778,0.0,0.0,14.1,18.1,0.778,0.778,0.0,0.0,6.0,4.0,10.1,4.0,2.0,2.0,0.0,4.0,28.2,168,109,
