"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('Unnamed: 19_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 24_level_0', 'Awards')"
2023-24,24,BOS,NBA,C,3,0,13,0.667,3.2,1.0,0.667,0.333,0.0,0.0,0.0,0.667,1.0,0.0,1.0,0.333,1,0,0,
2024-25,25,BOS,NBA,C,4,0,13,0.833,1.6,1.0,1.0,0.0,0.0,0.0,0.0,0.833,0.833,,0.6,0.167,1,0,0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,7,0,26,0.778,2.4,1.0,0.889,0.111,0.0,0.0,0.0,0.778,0.875,0.0,0.714,0.222,2,0,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,305,0.778,2.4,1.0,0.889,0.111,0.0,0.0,0.0,0.778,0.875,0.0,0.714,0.222,23,0,0,
