Season,Team,Lg,Salary
2007-08,Memphis Grizzlies,NBA,"$1,285,200"
2008-09,Washington Wizards,NBA,"$1,381,560"
2009-10,Washington Wizards,NBA,"$1,477,920"
Career,(may be incomplete),,"$4,144,680"
