Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2005-06,23,LAC,NBA,C,11.0,10.0,29.5,4.6,7.8,0.593,0.0,0.0,4.6,7.8,0.593,0.593,1.5,1.9,0.762,1.9,6.1,8.0,0.9,0.5,0.8,3.0,3.5,10.7,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-15,32,POR,NBA,C,3.0,0.0,12.3,1.3,2.7,0.5,0.0,0.0,1.3,2.7,0.5,0.5,0.3,0.3,1.0,1.7,3.0,4.7,1.0,0.0,0.0,1.0,1.7,3.0,
2015-16,33,POR,NBA,C,4.0,0.0,8.0,1.8,4.5,0.389,0.0,0.0,1.8,4.5,0.389,0.389,0.0,0.0,,0.5,1.5,2.0,0.3,0.5,0.0,1.5,2.5,3.5,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,18.0,10.0,21.8,3.4,6.2,0.554,0.0,0.0,3.4,6.2,0.554,0.554,0.9,1.2,0.773,1.6,4.6,6.1,0.8,0.4,0.5,2.3,2.9,7.8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POR (2 Yrs),POR (2 Yrs),POR (2 Yrs),POR (2 Yrs),,7.0,0.0,9.9,1.6,3.7,0.423,0.0,0.0,1.6,3.7,0.423,0.423,0.1,0.1,1.0,1.0,2.1,3.1,0.6,0.3,0.0,1.3,2.1,3.3,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,11.0,10.0,29.5,4.6,7.8,0.593,0.0,0.0,4.6,7.8,0.593,0.593,1.5,1.9,0.762,1.9,6.1,8.0,0.9,0.5,0.8,3.0,3.5,10.7,
