Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2008-09,24,DEN,NBA,PF,8,0,20,5.2,15.6,0.333,0.0,2.6,0.0,5.2,13.0,0.4,0.333,0.0,0.0,5.2,5.2,10.4,2.6,10.4,0.0,0.0,7.8,10.4,98,91,
1 Yr,1 Yr,1 Yr,1 Yr,,8,0,20,5.2,15.6,0.333,0.0,2.6,0.0,5.2,13.0,0.4,0.333,0.0,0.0,5.2,5.2,10.4,2.6,10.4,0.0,0.0,7.8,10.4,98,91,
