Season,Team,Lg,Salary
2014-15,Oklahoma City Thunder,NBA,"$1,400,040"
2015-16,Oklahoma City Thunder,NBA,"$1,463,040"
2016-17,Oklahoma City Thunder,NBA,"$1,526,040"
Career,(may be incomplete),,"$4,389,120"
