"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2009-10,29,ATL,NBA,SG,11.0,0.0,351.0,0.364,0.365,0.36,0.422,0.845,0.499,0.377,0.325,79.0,74.0,102.0,84.0,111.0,92.0,125.0,146.0,
2010-11,30,ATL,NBA,SG,12.0,0.0,358.0,0.394,0.421,0.35,0.461,0.824,0.521,0.329,0.387,86.0,86.0,98.0,93.0,108.0,96.0,110.0,175.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2012-13,32,LAC,NBA,SG,6.0,0.0,161.0,0.387,0.45,0.273,0.435,1.0,0.486,0.177,0.355,85.0,93.0,76.0,88.0,133.0,91.0,66.0,146.0,
2013-14,33,LAC,NBA,SG,13.0,0.0,313.0,0.398,0.446,0.342,0.477,0.886,0.531,0.257,0.462,88.0,91.0,95.0,95.0,117.0,98.0,91.0,178.0,
2014-15,34,LAC,NBA,SG,14.0,0.0,379.0,0.36,0.438,0.243,0.409,0.867,0.447,0.161,0.398,80.0,90.0,69.0,82.0,116.0,84.0,59.0,148.0,
2015-16,35,LAC,NBA,SG,6.0,1.0,199.0,0.379,0.427,0.19,0.398,0.88,0.456,0.243,0.204,84.0,87.0,54.0,79.0,116.0,84.0,88.0,72.0,
2016-17,36,LAC,NBA,SG,7.0,0.0,196.0,0.422,0.5,0.24,0.458,1.0,0.498,0.145,0.301,92.0,99.0,67.0,89.0,130.0,90.0,53.0,95.0,
2017-18,37,MIN,NBA,SG,5.0,0.0,123.0,0.447,0.467,0.412,0.521,0.769,0.56,0.277,0.362,97.0,91.0,114.0,100.0,100.0,101.0,110.0,107.0,
8 Yrs,8 Yrs,8 Yrs,8 Yrs,,74.0,1.0,2080.0,0.386,0.431,0.307,0.442,0.865,0.496,0.254,0.362,85.0,88.0,86.0,88.0,114.0,92.0,89.0,143.0,
,,,,,,,,,,,,,,,,,,,,,,,,
LAC (5 Yrs),LAC (5 Yrs),LAC (5 Yrs),LAC (5 Yrs),,46.0,1.0,1248.0,0.385,0.448,0.276,0.436,0.902,0.484,0.202,0.365,85.0,91.0,78.0,87.0,119.0,90.0,73.0,136.0,
ATL (2 Yrs),ATL (2 Yrs),ATL (2 Yrs),ATL (2 Yrs),,23.0,0.0,709.0,0.379,0.392,0.355,0.442,0.835,0.51,0.353,0.356,82.0,80.0,99.0,88.0,110.0,94.0,118.0,160.0,
MIN (1 Yr),MIN (1 Yr),MIN (1 Yr),MIN (1 Yr),,5.0,0.0,123.0,0.447,0.467,0.412,0.521,0.769,0.56,0.277,0.362,97.0,91.0,114.0,100.0,100.0,101.0,110.0,107.0,
