Season,Team,Lg,Salary
2003-04,Orlando Magic,NBA,"$1,353,120"
2004-05,Houston Rockets,NBA,"$1,454,640"
2005-06,Milwaukee Bucks,NBA,"$1,556,160"
Career,(may be incomplete),,"$4,363,920"
