"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 29_level_0', 'Awards')"
2015-16,21,MEM,NBA,PF,2.0,0.0,46.0,0.375,5.9,1.0,0.75,0.0,0.0,0.25,0.0,0.375,0.5,,0.0,,0.667,,0.125,1.0,,,0.0,0.0,
2016-17,22,MEM,NBA,PF,3.0,0.0,10.0,0.333,6.2,1.0,0.667,0.0,0.0,0.333,0.0,0.333,0.0,,1.0,,1.0,,0.0,0.0,,,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-19,24,ORL,NBA,PF,3.0,0.0,18.0,0.444,19.9,0.222,0.111,0.111,0.0,0.0,0.778,1.0,1.0,1.0,,0.286,1.0,1.0,0.0,0.0,0.429,0.667,0.0,0.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,8.0,0.0,74.0,0.4,10.6,0.65,0.45,0.05,0.0,0.15,0.35,0.462,0.444,1.0,0.333,0.286,0.833,1.0,0.05,1.0,0.429,0.667,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,0.0,759.0,0.4,10.6,0.65,0.45,0.05,0.0,0.15,0.35,0.462,0.444,1.0,0.333,0.286,0.833,1.0,0.05,10.0,0.429,0.667,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEM (2 Yrs),MEM (2 Yrs),MEM (2 Yrs),MEM (2 Yrs),,5.0,0.0,56.0,0.364,6.0,1.0,0.727,0.0,0.0,0.273,0.0,0.364,0.375,,0.333,,0.75,,0.091,1.0,,,0.0,0.0,
ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),,3.0,0.0,18.0,0.444,19.9,0.222,0.111,0.111,0.0,0.0,0.778,1.0,1.0,1.0,,0.286,1.0,1.0,0.0,0.0,0.429,0.667,0.0,0.0,
