"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2017-18,20.0,MIN,NBA,3:44,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.6
2018-19,21.0,PHI,NBA,10:29,2.0,3.0,0.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,4.0,3.0,2.0,0.0,0.0,3.0,4.0,3.8
2019-20,22.0,OKC,NBA,10:31,2.0,5.0,1.0,2.0,2.0,3.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,3.0,4.0,3.4
2020-21,23.0,HOU,NBA,31:38,6.0,10.0,2.0,5.0,5.0,7.0,2.0,2.0,3.0,5.0,6.0,4.0,4.0,3.0,2.0,6.0,13.0,16.0
Career,,,,31:38,6.0,10.0,2.0,5.0,5.0,7.0,2.0,2.0,3.0,5.0,6.0,4.0,4.0,3.0,2.0,6.0,13.0,16.0
,,,,,,,,,,,,,,,,,,,,,,
1 Season,,HOU,NBA,31:38,6.0,10.0,2.0,5.0,5.0,7.0,2.0,2.0,3.0,5.0,6.0,4.0,4.0,3.0,2.0,6.0,13.0,16.0
1 Season,,OKC,NBA,10:31,2.0,5.0,1.0,2.0,2.0,3.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,3.0,4.0,3.4
1 Season,,PHI,NBA,10:29,2.0,3.0,0.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,4.0,3.0,2.0,0.0,0.0,3.0,4.0,3.8
1 Season,,MIN,NBA,3:44,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.6
