Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2015-16,21,BOS,NBA,PF,2,0,10,2,4,0.5,0,0,2,4,0.5,0.5,0,0,1,1,2,2,0,1,0,0,4,0,
2016-17,22,BOS,NBA,PF,2,0,18,2,5,0.4,0,0,2,5,0.4,0.4,0,0,0,5,5,0,0,1,1,3,4,0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,4,0,28,4,9,0.444,0,0,4,9,0.444,0.444,0,0,1,6,7,2,0,2,1,3,8,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,574,82,185,0.444,0,0,82,185,0.444,0.444,0,0,21,123,144,41,0,41,21,62,164,0,
