"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2000-01,21,SAC,NBA,SF,8.0,0.0,141.0,0.435,0.375,0.571,0.522,1.0,0.585,0.261,0.304,98.0,81.0,162.0,110.0,134.0,113.0,85.0,179.0,
2001-02,22,SAC,NBA,SF,16.0,8.0,443.0,0.401,0.417,0.353,0.445,0.516,0.458,0.226,0.248,90.0,90.0,100.0,93.0,69.0,88.0,77.0,137.0,
2002-03,23,SAC,NBA,SF,10.0,5.0,174.0,0.36,0.389,0.286,0.4,0.722,0.458,0.36,0.28,81.0,84.0,82.0,84.0,95.0,88.0,119.0,154.0,
2003-04,24,SAS,NBA,SF,10.0,10.0,271.0,0.321,0.308,0.333,0.407,0.611,0.433,0.222,0.519,73.0,67.0,96.0,86.0,81.0,84.0,73.0,277.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2006-07,27,ORL,NBA,SF,4.0,4.0,156.0,0.5,0.537,0.333,0.53,0.5,0.531,0.08,0.18,109.0,111.0,93.0,107.0,66.0,98.0,24.0,85.0,
2007-08,28,ORL,NBA,SF,10.0,10.0,399.0,0.447,0.5,0.286,0.482,0.848,0.543,0.326,0.248,98.0,103.0,79.0,97.0,112.0,100.0,107.0,112.0,
2008-09,29,ORL,NBA,SF,24.0,24.0,934.0,0.427,0.443,0.386,0.481,0.817,0.547,0.39,0.281,93.0,91.0,105.0,96.0,106.0,100.0,128.0,126.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2010-11,31,ORL,NBA,SF,6.0,6.0,209.0,0.294,0.342,0.233,0.346,0.571,0.371,0.206,0.441,64.0,70.0,65.0,69.0,75.0,68.0,69.0,199.0,
2011-12,32,ORL,NBA,SF,5.0,5.0,162.0,0.366,0.345,0.417,0.427,0.636,0.458,0.268,0.293,82.0,72.0,119.0,88.0,85.0,87.0,97.0,130.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,34,LAC,NBA,SF,5.0,0.0,41.0,0.462,0.667,0.4,0.615,,0.615,0.0,0.769,102.0,137.0,111.0,123.0,,114.0,0.0,296.0,
2014-15,35,LAC,NBA,SF,11.0,0.0,55.0,0.235,0.5,0.154,0.294,,0.294,0.0,0.765,52.0,103.0,44.0,59.0,,55.0,0.0,285.0,
11 Yrs,11 Yrs,11 Yrs,11 Yrs,,109.0,72.0,2985.0,0.403,0.431,0.341,0.456,0.751,0.501,0.286,0.315,89.0,90.0,95.0,93.0,99.0,94.0,95.0,151.0,
,,,,,,,,,,,,,,,,,,,,,,,,
ORL (5 Yrs),ORL (5 Yrs),ORL (5 Yrs),ORL (5 Yrs),,49.0,49.0,1860.0,0.418,0.451,0.337,0.466,0.789,0.519,0.319,0.284,92.0,93.0,93.0,94.0,103.0,96.0,105.0,128.0,
SAC (3 Yrs),SAC (3 Yrs),SAC (3 Yrs),SAC (3 Yrs),,34.0,13.0,758.0,0.399,0.404,0.387,0.451,0.672,0.483,0.262,0.266,90.0,87.0,110.0,95.0,89.0,93.0,88.0,149.0,
LAC (2 Yrs),LAC (2 Yrs),LAC (2 Yrs),LAC (2 Yrs),,16.0,0.0,96.0,0.333,0.571,0.261,0.433,,0.433,0.0,0.767,74.0,117.0,73.0,87.0,,81.0,0.0,290.0,
SAS (1 Yr),SAS (1 Yr),SAS (1 Yr),SAS (1 Yr),,10.0,10.0,271.0,0.321,0.308,0.333,0.407,0.611,0.433,0.222,0.519,73.0,67.0,96.0,86.0,81.0,84.0,73.0,277.0,
