"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","('Unnamed: 22_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Unnamed: 25_level_0', '%3PA')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 28_level_0', 'Awards')"
2003-04,21,DEN,NBA,PF,5.0,5.0,132.0,0.444,7.7,1.0,0.389,0.167,0.25,0.194,0.0,0.444,0.786,0.0,0.333,0.286,,0.813,0.222,8.0,,0.0,0.0,
2004-05,22,DEN,NBA,C,5.0,0.0,101.0,0.429,5.0,1.0,0.571,0.238,0.095,0.095,0.0,0.429,0.667,0.2,0.0,0.0,,0.444,0.19,3.0,,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-07,24,DEN,NBA,C,5.0,5.0,179.0,0.585,2.3,1.0,0.849,0.057,0.094,0.0,0.0,0.585,0.644,0.0,0.4,,,0.774,0.151,6.0,,0.0,0.0,
2007-08,25,DEN,NBA,PF,3.0,0.0,30.0,0.556,7.9,1.0,0.556,0.0,0.111,0.333,0.0,0.556,0.6,,0.0,0.667,,0.4,0.333,2.0,,0.0,0.0,
2008-09,26,DEN,NBA,C,16.0,16.0,525.0,0.548,4.4,1.0,0.643,0.135,0.071,0.151,0.0,0.548,0.667,0.235,0.333,0.421,,0.826,0.198,23.0,,0.0,0.0,
2009-10,27,DEN,NBA,C,5.0,5.0,169.0,0.621,3.3,1.0,0.759,0.069,0.069,0.103,0.0,0.621,0.773,0.0,0.5,0.0,,0.778,0.31,8.0,,0.0,0.0,
2010-11,28,DEN,NBA,C,5.0,5.0,162.0,0.478,5.2,1.0,0.652,0.109,0.174,0.065,0.0,0.478,0.533,0.4,0.25,0.667,,0.636,0.261,8.0,,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,31,WAS,NBA,PF,10.0,10.0,325.0,0.464,11.0,1.0,0.268,0.145,0.196,0.391,0.0,0.464,0.568,0.4,0.407,0.444,,0.734,0.036,5.0,,0.0,0.0,
2014-15,32,WAS,NBA,PF,10.0,10.0,257.0,0.447,7.5,1.0,0.526,0.118,0.132,0.224,0.0,0.447,0.575,0.444,0.3,0.235,,0.618,0.118,8.0,,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,34,HOU,NBA,C,9.0,0.0,161.0,0.706,4.6,0.98,0.706,0.118,0.02,0.137,0.02,0.72,0.833,0.667,1.0,0.143,0.0,0.722,0.176,9.0,0.0,0.0,0.0,
2017-18,35,HOU,NBA,C,11.0,0.0,107.0,0.6,2.1,1.0,0.75,0.25,0.0,0.0,0.0,0.6,0.733,0.2,,,,0.917,0.25,4.0,,0.0,0.0,
2018-19,36,HOU,NBA,C,7.0,0.0,53.0,1.0,4.8,1.0,0.6,0.3,0.0,0.1,0.0,1.0,1.0,1.0,,1.0,,0.5,0.0,0.0,,0.0,0.0,
12 Yrs,12 Yrs,12 Yrs,12 Yrs,,91.0,56.0,2201.0,0.53,5.5,0.998,0.558,0.132,0.12,0.189,0.002,0.531,0.668,0.333,0.351,0.379,0.0,0.73,0.158,84.0,0.0,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,50.0,1983.0,0.53,5.5,0.998,0.558,0.132,0.12,0.189,0.002,0.531,0.668,0.333,0.351,0.379,0.0,0.73,0.158,76.0,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEN (7 Yrs),DEN (7 Yrs),DEN (7 Yrs),DEN (7 Yrs),,44.0,36.0,1298.0,0.531,5.1,1.0,0.653,0.119,0.113,0.116,0.0,0.531,0.66,0.184,0.306,0.378,,0.753,0.216,58.0,,0.0,0.0,
HOU (3 Yrs),HOU (3 Yrs),HOU (3 Yrs),HOU (3 Yrs),,27.0,0.0,321.0,0.716,3.8,0.988,0.704,0.173,0.012,0.099,0.012,0.725,0.825,0.571,1.0,0.25,0.0,0.724,0.173,13.0,0.0,0.0,0.0,
WAS (2 Yrs),WAS (2 Yrs),WAS (2 Yrs),WAS (2 Yrs),,20.0,20.0,582.0,0.458,9.3,1.0,0.36,0.136,0.173,0.332,0.0,0.458,0.571,0.414,0.378,0.394,,0.694,0.065,13.0,,0.0,0.0,
