Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2011-12,25,OKC,NBA,SF,5,0,18,2,3,0.667,0,0,2,3,0.667,0.667,0,0,0,4,4,0,0,0,1,2,4,0,
1 Yr,1 Yr,1 Yr,1 Yr,,5,0,18,2,3,0.667,0,0,2,3,0.667,0.667,0,0,0,4,4,0,0,0,1,2,4,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,295,33,49,0.667,0,0,33,49,0.667,0.667,0,0,0,66,66,0,0,0,16,33,66,0,
