"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 29_level_0', 'Awards')"
2023-24,22,MIA,NBA,SF,4,4,123,0.404,11.5,0.75,0.192,0.365,0.192,0.0,0.25,0.462,0.8,0.368,0.3,0.231,0.556,1.0,0.038,1,0.231,0.0,0,0,
2024-25,23,MIA,NBA,SF,3,0,19,0.167,9.4,0.667,0.5,0.167,0.0,0.0,0.333,0.25,0.0,1.0,,0.0,0.0,,0.0,0,1.0,0.0,0,0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,7,4,142,0.379,10.5,0.741,0.224,0.345,0.172,0.0,0.259,0.442,0.615,0.4,0.3,0.2,0.526,1.0,0.034,1,0.333,0.0,0,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,47,1663,0.379,10.5,0.741,0.224,0.345,0.172,0.0,0.259,0.442,0.615,0.4,0.3,0.2,0.526,1.0,0.034,12,0.333,0.0,0,0,
