Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2016-17,21,GSW,NBA,C,4.0,0.0,21.0,5.1,12.0,0.429,0.0,0.0,5.1,12.0,0.429,0.429,1.7,3.4,0.5,6.9,3.4,10.3,0.0,3.4,1.7,0.0,5.1,12.0,
2017-18,22,GSW,NBA,C,4.0,0.0,11.0,3.3,6.5,0.5,0.0,0.0,3.3,6.5,0.5,0.5,6.5,9.8,0.667,3.3,6.5,9.8,0.0,0.0,0.0,9.8,13.1,13.1,
2018-19,23,GSW,NBA,C,4.0,1.0,8.0,4.5,4.5,1.0,0.0,0.0,4.5,4.5,1.0,1.0,4.5,9.0,0.5,0.0,9.0,9.0,0.0,0.0,0.0,4.5,13.5,13.5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-24,28,CLE,NBA,C,2.0,0.0,9.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,4.0,4.0,8.0,8.0,0.0,4.0,8.0,0.0,0.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,14.0,1.0,49.0,3.7,7.3,0.5,0.0,0.0,3.7,7.3,0.5,0.5,2.9,5.1,0.571,4.4,5.1,9.6,1.5,1.5,1.5,4.4,7.3,10.3,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSW (3 Yrs),GSW (3 Yrs),GSW (3 Yrs),GSW (3 Yrs),,12.0,1.0,40.0,4.5,9.0,0.5,0.0,0.0,4.5,9.0,0.5,0.5,3.6,6.3,0.571,4.5,5.4,9.9,0.0,1.8,0.9,3.6,9.0,12.6,
CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),,2.0,0.0,9.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,4.0,4.0,8.0,8.0,0.0,4.0,8.0,0.0,0.0,
