Season,Team,Lg,Salary
2000-01,Dallas Mavericks,NBA,"$862,560"
2001-02,Dallas Mavericks,NBA,"$927,360"
2002-03,Denver Nuggets,NBA,"$992,040"
2003-04,Phoenix Suns,NBA,"$663,679"
Career,(may be incomplete),,"$3,445,639"
