"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","('Unnamed: 21_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Unnamed: 24_level_0', '%3PA')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 27_level_0', 'Awards')"
2012-13,24,2TM,NBA,SF,10.0,0.0,54.0,0.143,16.7,0.786,0.286,0.0,0.214,0.286,0.214,0.182,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,
2012-13,24,BOS,NBA,SF,6.0,0.0,24.0,0.182,13.4,0.818,0.364,0.0,0.182,0.273,0.182,0.222,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,
2012-13,24,BRK,NBA,SF,4.0,0.0,30.0,0.0,20.0,0.667,0.0,0.0,0.333,0.333,0.333,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
1 Yr,1 Yr,1 Yr,1 Yr,,10.0,0.0,54.0,0.143,16.7,0.786,0.286,0.0,0.214,0.286,0.214,0.182,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,0.0,443.0,0.143,16.7,0.786,0.286,0.0,0.214,0.286,0.214,0.182,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),,6.0,0.0,24.0,0.182,13.4,0.818,0.364,0.0,0.182,0.273,0.182,0.222,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,
BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),,4.0,0.0,30.0,0.0,20.0,0.667,0.0,0.0,0.333,0.333,0.333,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
