Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2013-14,23.0,WAS,NBA,PG,1.0,0,15:04,5.0,7.0,0.714,0.0,1.0,0.0,2.0,2.0,1.0,0.0,5.0,4.0,2.0,0.0,3.0,1.0,12.0
2014-15,24.0,WAS,NBA,PG,1.0,1,29:17,9.0,16.0,0.563,1.0,4.0,0.25,0.0,0.0,,0.0,3.0,7.0,2.0,0.0,4.0,1.0,19.0
2015-16,25.0,WAS,NBA,PG,1.0,0,19:29,10.0,14.0,0.714,2.0,2.0,1.0,0.0,0.0,,0.0,3.0,3.0,1.0,0.0,2.0,0.0,22.0
2016-17,26.0,WAS,NBA,PG,1.0,0,20:58,6.0,12.0,0.5,0.0,2.0,0.0,0.0,0.0,,1.0,6.0,4.0,4.0,0.0,3.0,1.0,12.0
2017-18,27.0,WAS,NBA,PG,,0,,,,,,,,,,,,,,,,,,
Career,,,NBA,,4.0,1,85,30.0,49.0,,3.0,9.0,,2.0,2.0,,1.0,17.0,18.0,9.0,0.0,12.0,3.0,65.0
