"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'College')","('Unnamed: 3_level_0', 'G')","('Unnamed: 4_level_0', 'MP')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', '3P')","('Totals', '3PA')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'ORB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Shooting', 'FG%')","('Shooting', '3P%')","('Shooting', 'FT%')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')"
2006-07,19.0,UNC,38,909,164,379,66,178,51,61,28,109,79,29,1,47,49,445,0.433,0.371,0.836,23.9,11.7,2.9,2.1
2007-08,20.0,UNC,39,1214,237,507,78,195,95,115,41,174,78,44,7,66,62,647,0.467,0.4,0.826,31.1,16.6,4.5,2.0
2008-09,21.0,UNC,38,1155,215,445,85,204,87,112,57,186,101,36,6,62,57,602,0.483,0.417,0.777,30.4,15.8,4.9,2.7
Career,,,115,3278,616,1331,229,577,233,288,126,469,258,109,14,175,168,1694,0.463,0.397,0.809,28.5,14.7,4.1,2.2
