Season,Team,Lg,Salary
2008-09,Portland Trail Blazers,NBA,"$1,040,640"
2009-10,Portland Trail Blazers,NBA,"$1,118,760"
2010-11,Portland Trail Blazers,NBA,"$1,196,760"
2011-12,Portland Trail Blazers,NBA,"$2,155,365"
2012-13,Portland Trail Blazers,NBA,"$10,850,000"
2013-14,Portland Trail Blazers,NBA,"$11,295,250"
2014-15,Portland Trail Blazers,NBA,"$11,765,500"
2015-16,Charlotte Hornets,NBA,"$12,235,750"
2016-17,Charlotte Hornets,NBA,"$20,869,566"
2017-18,Charlotte Hornets,NBA,"$22,434,783"
2018-19,Charlotte Hornets,NBA,"$24,000,000"
2019-20,Charlotte Hornets,NBA,"$25,565,217"
2020-21,Charlotte Hornets,NBA,"$8,856,969"
2020-21,Los Angeles Clippers,NBA,"$1,620,564"
2021-22,Charlotte Hornets,NBA,"$8,856,969"
2021-22,Los Angeles Clippers,NBA,"$3,170,029"
2022-23,Los Angeles Clippers,NBA,"$10,843,350"
2022-23,Charlotte Hornets,NBA,"$8,856,969"
2023-24,Philadelphia 76ers,NBA,"$11,710,818"
2024-25,Los Angeles Clippers,NBA,"$4,668,000"
Career,(may be incomplete),,"$203,111,259"
