"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Position Estimate', 'PG%')","('Position Estimate', 'SG%')","('Position Estimate', 'SF%')","('Position Estimate', 'PF%')","('Position Estimate', 'C%')","('+/- Per 100 Poss', 'OnCourt')","('+/- Per 100 Poss', 'On-Off')","('Turnovers', 'BadPass')","('Turnovers', 'LostBall')","('Fouls Committed', 'Shoot')","('Fouls Committed', 'Off.')","('Fouls Drawn', 'Shoot')","('Fouls Drawn', 'Off.')","('Misc.', 'PGA')","('Misc.', 'And1')","('Misc.', 'Blkd')","('Unnamed: 24_level_0', 'Awards')"
2008-09,20,POR,NBA,SF,79,76,1454,0,1,98,1,0,9.8,5.5,20,13,42,4,25,11,171,4,20,ROY-13
2009-10,21,POR,NBA,SF,37,25,918,0,5,94,1,0,8.6,6.1,17,5,24,2,27,16,98,11,11,
2010-11,22,POR,NBA,SF,80,67,2522,0,0,85,14,0,0.6,-2.6,37,14,70,18,63,24,281,18,41,
2011-12,23,POR,NBA,SF,59,34,1791,0,1,66,33,0,-1.8,-1.5,45,22,37,10,69,20,198,15,38,
2012-13,24,POR,NBA,SF,73,73,2807,0,10,88,2,0,-2.2,4.7,119,41,60,13,79,7,800,17,19,
2013-14,25,POR,NBA,SF,82,82,2956,0,0,79,21,0,5.2,5.4,138,30,60,16,77,15,946,15,18,
2014-15,26,POR,NBA,SF,71,71,2380,0,0,89,11,0,4.3,0.1,96,16,49,5,35,6,772,7,14,
2015-16,27,CHO,NBA,SF,70,70,2448,0,3,96,1,0,4.5,4.2,134,37,46,17,62,4,955,15,27,
2016-17,28,CHO,NBA,SG,77,77,2617,0,57,42,1,0,1.6,3.5,126,41,42,10,111,4,1047,27,41,
2017-18,29,CHO,NBA,SG,64,64,1981,0,66,29,4,0,0.0,-0.4,101,11,22,6,46,4,805,15,12,
2018-19,30,CHO,NBA,SF,75,72,2354,0,10,82,8,0,-0.3,2.6,82,19,42,9,31,11,599,10,19,
2019-20,31,CHO,NBA,SF,22,3,505,0,0,67,32,0,-2.9,5.1,11,3,13,0,4,13,158,1,4,
2020-21,32,LAC,NBA,SF,67,38,1835,0,0,14,84,2,9.0,5.3,42,7,48,2,26,13,354,7,6,
2021-22,33,LAC,NBA,PF,59,54,1462,0,0,0,89,12,-5.1,-8.3,29,2,27,2,16,11,236,3,5,
2022-23,34,LAC,NBA,PF,78,19,1709,0,0,0,60,41,4.8,7.4,30,5,67,8,21,5,302,5,5,
2023-24,35,2TM,NBA,PF,60,38,1529,0,0,0,89,11,5.7,4.3,31,5,44,2,8,2,290,1,2,
2023-24,35,LAC,NBA,PF,3,0,54,0,0,0,68,32,-1.9,-5.6,1,0,0,0,0,0,13,0,0,
2023-24,35,PHI,NBA,PF,57,38,1475,0,0,0,90,10,5.9,4.7,30,5,44,2,8,2,277,1,2,
2024-25,36,LAC,NBA,PF,78,8,1367,0,0,0,71,29,5.9,2.1,22,3,55,6,9,2,202,2,5,
2025-26,37,LAC,NBA,PF,14,2,250,0,0,33,67,1,-10.3,-8.4,6,0,11,1,1,0,27,0,1,
,,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss,+/- Per 100 Poss,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.,
,,,,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards
18 Yrs,18 Yrs,18 Yrs,18 Yrs,,1145,873,32885,0,11,58,27,4,2.6,2.4,1086,274,759,131,710,168,8241,173,288,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,63,2355,0,11,58,27,4,2.6,2.4,78,20,54,9,51,12,590,12,21,
,,,,,,,,,,,,,,,,,,,,,,,,
POR (7 Yrs),POR (7 Yrs),POR (7 Yrs),POR (7 Yrs),,481,428,14828,0,2,85,13,0,2.7,2.3,472,141,342,68,375,99,3266,87,161,
LAC (6 Yrs),LAC (6 Yrs),LAC (6 Yrs),LAC (6 Yrs),,299,121,6677,0,0,5,75,20,3.4,1.6,130,17,208,19,73,31,1134,17,22,
CHO (5 Yrs),CHO (5 Yrs),CHO (5 Yrs),CHO (5 Yrs),,308,286,9905,0,31,64,5,0,1.3,2.8,454,111,165,42,254,36,3564,68,103,
PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),,57,38,1475,0,0,0,90,10,5.9,4.7,30,5,44,2,8,2,277,1,2,
