"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2004-05,23.0,BOS,NBA,36:11,9.0,15.0,2.0,2.0,9.0,14.0,7.0,8.0,5.0,6.0,9.0,4.0,5.0,2.0,3.0,6.0,20.0,19.6
2005-06,24.0,BOS,NBA,39:56,10.0,13.0,2.0,2.0,10.0,12.0,8.0,11.0,4.0,6.0,7.0,7.0,5.0,4.0,6.0,5.0,23.0,16.3
2006-07,25.0,BOS,NBA,48:00,11.0,17.0,2.0,4.0,9.0,16.0,11.0,13.0,6.0,8.0,9.0,6.0,7.0,3.0,6.0,5.0,30.0,30.7
2007-08,26.0,BOS,NBA,44:25,8.0,15.0,2.0,4.0,6.0,12.0,8.0,12.0,3.0,6.0,7.0,6.0,4.0,2.0,4.0,6.0,20.0,20.0
2008-09,27.0,BOS,NBA,39:26,11.0,16.0,2.0,3.0,11.0,14.0,6.0,8.0,2.0,6.0,8.0,5.0,5.0,3.0,4.0,6.0,23.0,19.9
2009-10,28.0,BOS,NBA,39:32,6.0,11.0,0.0,1.0,6.0,11.0,6.0,9.0,4.0,7.0,10.0,7.0,5.0,2.0,5.0,6.0,16.0,14.6
2010-11,29.0,MEM,NBA,40:10,10.0,17.0,2.0,3.0,10.0,17.0,10.0,14.0,4.0,7.0,11.0,6.0,6.0,3.0,4.0,5.0,27.0,28.4
2011-12,30.0,MEM,NBA,40:35,8.0,15.0,1.0,2.0,8.0,14.0,8.0,10.0,5.0,8.0,8.0,6.0,8.0,4.0,5.0,5.0,21.0,20.3
2012-13,31.0,MEM,NBA,40:56,8.0,14.0,1.0,2.0,8.0,14.0,6.0,8.0,5.0,8.0,10.0,6.0,5.0,3.0,4.0,6.0,19.0,18.0
2013-14,32.0,MEM,NBA,36:48,8.0,17.0,3.0,3.0,8.0,16.0,5.0,7.0,10.0,6.0,11.0,5.0,6.0,2.0,5.0,5.0,19.0,18.8
2014-15,33.0,MEM,NBA,46:02,7.0,12.0,1.0,2.0,7.0,11.0,5.0,8.0,4.0,9.0,11.0,6.0,7.0,2.0,6.0,6.0,17.0,18.4
2015-16,34.0,MEM,NBA,40:21,12.0,17.0,2.0,4.0,12.0,16.0,9.0,9.0,5.0,8.0,12.0,5.0,5.0,1.0,5.0,6.0,27.0,24.4
2016-17,35.0,MEM,NBA,47:34,9.0,17.0,2.0,3.0,9.0,16.0,5.0,8.0,6.0,9.0,13.0,5.0,6.0,2.0,5.0,6.0,22.0,18.1
2017-18,36.0,NOP,NBA,24:19,5.0,9.0,1.0,2.0,5.0,7.0,4.0,4.0,3.0,5.0,6.0,2.0,2.0,2.0,2.0,4.0,10.0,8.4
Career,,,,48:00,12.0,17.0,3.0,4.0,12.0,17.0,11.0,14.0,10.0,9.0,13.0,7.0,8.0,4.0,6.0,6.0,30.0,30.7
,,,,,,,,,,,,,,,,,,,,,,
7 Seasons,,MEM,NBA,47:34,12.0,17.0,3.0,4.0,12.0,17.0,10.0,14.0,10.0,9.0,13.0,6.0,8.0,4.0,6.0,6.0,27.0,28.4
6 Seasons,,BOS,NBA,48:00,11.0,17.0,2.0,4.0,11.0,16.0,11.0,13.0,6.0,8.0,10.0,7.0,7.0,4.0,6.0,6.0,30.0,30.7
1 Season,,NOP,NBA,24:19,5.0,9.0,1.0,2.0,5.0,7.0,4.0,4.0,3.0,5.0,6.0,2.0,2.0,2.0,2.0,4.0,10.0,8.4
