Date,Team,Unnamed: 2,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2025-11-18,LAL,,UTA,"W, 140-126",*,26,3,8,0.375,0,2,0.0,0,0,,2,2,4,1,0,0,0,1,6,3.9,14
2025-11-14,LAL,@,NOP,"W, 118-104",*,35,6,10,0.6,2,5,0.4,0,0,,0,4,4,0,1,0,1,0,14,10.6,30
2025-11-12,LAL,@,OKC,"L, 92-121",*,33,5,11,0.455,2,5,0.4,1,2,0.5,0,5,5,1,2,0,0,0,13,11.1,-35
2025-11-10,LAL,@,CHO,"W, 121-111",*,36,9,12,0.75,3,3,1.0,0,0,,2,1,3,1,1,0,1,1,21,18.2,13
2025-11-08,LAL,@,ATL,"L, 102-122",*,23,3,9,0.333,2,3,0.667,0,0,,1,1,2,0,0,0,1,1,8,2.5,-28
