Season,Team,Lg,Salary
2003-04,Indiana Pacers,NBA,"$366,931"
2004-05,Indiana Pacers,NBA,"$620,046"
2005-06,Phoenix Suns,NBA,"$2,400,000"
2006-07,Phoenix Suns,NBA,"$2,650,000"
2007-08,Portland Trail Blazers,NBA,"$2,900,000"
2008-09,Miami Heat,NBA,"$4,010,000"
2009-10,Miami Heat,NBA,"$4,320,000"
2010-11,Miami Heat,NBA,"$1,069,509"
2011-12,Miami Heat,NBA,"$1,500,000"
2012-13,Miami Heat,NBA,"$1,500,000"
2014-15,Cleveland Cavaliers,NBA,"$1,448,490"
2015-16,Cleveland Cavaliers,NBA,"$1,499,000"
2016-17,Cleveland Cavaliers,NBA,"$1,551,659"
Career,(may be incomplete),,"$25,835,635"
