Season,Team,Lg,Salary
2008-09,Portland Trail Blazers,NBA,"$1,084,080"
2009-10,Portland Trail Blazers,NBA,"$1,165,320"
2010-11,Portland Trail Blazers,NBA,"$1,246,680"
2011-12,Denver Nuggets,NBA,"$2,180,443"
Career,(may be incomplete),,"$5,676,523"
