Season,Team,Lg,Salary
2003-04,Seattle SuperSonics,NBA,"$1,578,240"
2004-05,Seattle SuperSonics,NBA,"$1,969,680"
2005-06,Seattle SuperSonics,NBA,"$1,815,000"
2006-07,Seattle SuperSonics,NBA,"$2,501,070"
2007-08,Seattle SuperSonics,NBA,"$5,750,000"
2008-09,Oklahoma City Thunder,NBA,"$6,350,000"
2009-10,Oklahoma City Thunder,NBA,"$6,250,000"
2010-11,Oklahoma City Thunder,NBA,"$13,250,000"
2011-12,Oklahoma City Thunder,NBA,"$3,272,997"
2012-13,Oklahoma City Thunder,NBA,"$2,929,332"
2013-14,Oklahoma City Thunder,NBA,"$2,585,668"
2014-15,Oklahoma City Thunder,NBA,"$2,242,003"
2015-16,Oklahoma City Thunder,NBA,"$3,750,000"
2016-17,Oklahoma City Thunder,NBA,"$3,750,000"
2017-18,Oklahoma City Thunder,NBA,"$2,328,652"
Career,(may be incomplete),,"$60,322,642"
