Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2024-25,22,MIL,NBA,PG,3,1,30,4.8,15.6,0.308,2.4,8.4,0.286,2.4,7.2,0.333,0.385,0.0,0.0,1.2,1.2,2.4,4.8,1.2,0.0,0.0,4.8,12.0,
1 Yr,1 Yr,1 Yr,1 Yr,,3,1,30,4.8,15.6,0.308,2.4,8.4,0.286,2.4,7.2,0.333,0.385,0.0,0.0,1.2,1.2,2.4,4.8,1.2,0.0,0.0,4.8,12.0,
