Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2013-14,20,DET,NBA,SG,80.0,41.0,1583.0,182.0,460.0,0.396,59.0,185.0,0.319,123.0,275.0,0.447,0.46,47.0,61.0,0.77,38.0,118.0,156.0,55.0,75.0,12.0,28.0,145.0,470.0,0.0,
2014-15,21,DET,NBA,SG,82.0,82.0,2587.0,390.0,972.0,0.401,153.0,444.0,0.345,237.0,528.0,0.449,0.48,110.0,158.0,0.696,46.0,209.0,255.0,109.0,93.0,18.0,94.0,161.0,1043.0,0.0,
2015-16,22,DET,NBA,SG,76.0,76.0,2789.0,403.0,960.0,0.42,114.0,369.0,0.309,289.0,591.0,0.489,0.479,185.0,228.0,0.811,70.0,212.0,282.0,138.0,110.0,17.0,105.0,167.0,1105.0,0.0,
2016-17,23,DET,NBA,SG,76.0,75.0,2529.0,370.0,928.0,0.399,153.0,437.0,0.35,217.0,491.0,0.442,0.481,154.0,185.0,0.832,55.0,193.0,248.0,193.0,89.0,12.0,86.0,118.0,1047.0,0.0,
2017-18,24,LAL,NBA,SG,74.0,74.0,2458.0,340.0,798.0,0.426,159.0,415.0,0.383,181.0,383.0,0.473,0.526,153.0,194.0,0.789,60.0,327.0,387.0,162.0,106.0,16.0,97.0,145.0,992.0,0.0,
2018-19,25,LAL,NBA,SG,82.0,23.0,2035.0,325.0,756.0,0.43,151.0,435.0,0.347,174.0,321.0,0.542,0.53,137.0,158.0,0.867,48.0,190.0,238.0,110.0,73.0,13.0,65.0,137.0,938.0,0.0,
2019-20,26,LAL,NBA,SG,69.0,26.0,1762.0,237.0,507.0,0.467,92.0,239.0,0.385,145.0,268.0,0.541,0.558,79.0,102.0,0.775,38.0,104.0,142.0,111.0,57.0,14.0,62.0,128.0,645.0,0.0,
2020-21,27,LAL,NBA,SG,67.0,67.0,1902.0,218.0,506.0,0.431,120.0,293.0,0.41,98.0,213.0,0.46,0.549,97.0,112.0,0.866,27.0,152.0,179.0,127.0,62.0,26.0,66.0,114.0,653.0,0.0,DPOY-11
2021-22,28,WAS,NBA,SG,77.0,77.0,2329.0,361.0,829.0,0.435,159.0,408.0,0.39,202.0,421.0,0.48,0.531,137.0,154.0,0.89,41.0,220.0,261.0,145.0,83.0,26.0,97.0,139.0,1018.0,0.0,
2022-23,29,DEN,NBA,SG,76.0,76.0,2381.0,292.0,632.0,0.462,135.0,319.0,0.423,157.0,313.0,0.502,0.569,103.0,125.0,0.824,35.0,173.0,208.0,183.0,112.0,35.0,86.0,145.0,822.0,0.0,
2023-24,30,DEN,NBA,SG,76.0,76.0,2402.0,270.0,587.0,0.46,125.0,308.0,0.406,145.0,279.0,0.52,0.566,101.0,113.0,0.894,31.0,152.0,183.0,183.0,98.0,42.0,75.0,151.0,766.0,0.0,
2024-25,31,ORL,NBA,SG,77.0,77.0,2279.0,239.0,544.0,0.439,113.0,330.0,0.342,126.0,214.0,0.589,0.543,82.0,95.0,0.863,33.0,136.0,169.0,136.0,99.0,34.0,62.0,136.0,673.0,0.0,
2025-26,32,MEM,NBA,SG,15.0,13.0,346.0,38.0,107.0,0.355,14.0,50.0,0.28,24.0,57.0,0.421,0.421,25.0,28.0,0.893,6.0,33.0,39.0,46.0,12.0,4.0,16.0,19.0,115.0,0.0,
13 Yrs,13 Yrs,13 Yrs,13 Yrs,,927.0,783.0,27382.0,3665.0,8586.0,0.427,1547.0,4232.0,0.366,2118.0,4354.0,0.486,0.517,1410.0,1713.0,0.823,528.0,2219.0,2747.0,1698.0,1069.0,269.0,939.0,1705.0,10287.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,69.0,2422.0,324.0,759.0,0.427,137.0,374.0,0.366,187.0,385.0,0.486,0.517,125.0,152.0,0.823,47.0,196.0,243.0,150.0,95.0,24.0,83.0,151.0,910.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET (4 Yrs),DET (4 Yrs),DET (4 Yrs),DET (4 Yrs),,314.0,274.0,9488.0,1345.0,3320.0,0.405,479.0,1435.0,0.334,866.0,1885.0,0.459,0.477,496.0,632.0,0.785,209.0,732.0,941.0,495.0,367.0,59.0,313.0,591.0,3665.0,0.0,
LAL (4 Yrs),LAL (4 Yrs),LAL (4 Yrs),LAL (4 Yrs),,292.0,190.0,8157.0,1120.0,2567.0,0.436,522.0,1382.0,0.378,598.0,1185.0,0.505,0.538,466.0,566.0,0.823,173.0,773.0,946.0,510.0,298.0,69.0,290.0,524.0,3228.0,0.0,
DEN (2 Yrs),DEN (2 Yrs),DEN (2 Yrs),DEN (2 Yrs),,152.0,152.0,4783.0,562.0,1219.0,0.461,260.0,627.0,0.415,302.0,592.0,0.51,0.568,204.0,238.0,0.857,66.0,325.0,391.0,366.0,210.0,77.0,161.0,296.0,1588.0,0.0,
ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),,77.0,77.0,2279.0,239.0,544.0,0.439,113.0,330.0,0.342,126.0,214.0,0.589,0.543,82.0,95.0,0.863,33.0,136.0,169.0,136.0,99.0,34.0,62.0,136.0,673.0,0.0,
WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),,77.0,77.0,2329.0,361.0,829.0,0.435,159.0,408.0,0.39,202.0,421.0,0.48,0.531,137.0,154.0,0.89,41.0,220.0,261.0,145.0,83.0,26.0,97.0,139.0,1018.0,0.0,
MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),,15.0,13.0,346.0,38.0,107.0,0.355,14.0,50.0,0.28,24.0,57.0,0.421,0.421,25.0,28.0,0.893,6.0,33.0,39.0,46.0,12.0,4.0,16.0,19.0,115.0,0.0,
