"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Added', 'FG Add')","('Added', 'TS Add')","('Unnamed: 24_level_0', 'Awards')"
2006-07,21,NOK,NBA,PF,43.0,4.0,534.0,0.417,0.417,0.417,0.485,0.43,0.25,0.0,91.0,86.0,84.0,64.0,79.0,76.0,0.0,-21.0,-32.7,
2007-08,22,2TM,NBA,PF,14.0,0.0,87.0,0.286,0.286,0.286,0.0,0.217,0.714,0.0,62.0,59.0,57.0,0.0,40.0,233.0,0.0,-6.0,-11.9,
2007-08,22,CLE,NBA,PF,7.0,0.0,68.0,0.333,0.333,0.333,0.0,0.21,1.333,0.0,73.0,69.0,67.0,0.0,39.0,436.0,0.0,-2.0,-6.3,
2007-08,22,CHI,NBA,PF,7.0,0.0,19.0,0.25,0.25,0.25,0.0,0.225,0.25,0.0,55.0,52.0,50.0,0.0,42.0,82.0,0.0,-4.0,-5.6,
2008-09,23,2TM,NBA,PF,18.0,0.0,84.0,0.44,0.44,0.44,0.438,0.453,0.64,0.0,96.0,91.0,88.0,57.0,83.0,209.0,0.0,-3.0,-5.9,
2008-09,23,CHI,NBA,PF,11.0,0.0,61.0,0.524,0.524,0.524,0.429,0.515,0.667,0.0,114.0,108.0,105.0,56.0,95.0,218.0,0.0,1.0,-1.6,
2008-09,23,SAC,NBA,PF,7.0,0.0,23.0,0.0,0.0,0.0,0.5,0.102,0.5,0.0,0.0,0.0,0.0,65.0,19.0,164.0,0.0,-4.0,-4.3,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,75.0,4.0,705.0,0.409,0.409,0.409,0.39,0.414,0.345,0.0,89.0,84.0,82.0,51.0,76.0,109.0,0.0,-30.0,-50.5,
,,,,,,,,,,,,,,,,,,,,,,,,
CHI (2 Yrs),CHI (2 Yrs),CHI (2 Yrs),CHI (2 Yrs),,18.0,0.0,80.0,0.448,0.448,0.448,0.375,0.444,0.552,0.0,98.0,92.0,90.0,49.0,82.0,180.0,0.0,-3.0,-7.2,
NOK (1 Yr),NOK (1 Yr),NOK (1 Yr),NOK (1 Yr),,43.0,4.0,534.0,0.417,0.417,0.417,0.485,0.43,0.25,0.0,91.0,86.0,84.0,64.0,79.0,76.0,0.0,-21.0,-32.7,
CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),,7.0,0.0,68.0,0.333,0.333,0.333,0.0,0.21,1.333,0.0,73.0,69.0,67.0,0.0,39.0,436.0,0.0,-2.0,-6.3,
SAC (1 Yr),SAC (1 Yr),SAC (1 Yr),SAC (1 Yr),,7.0,0.0,23.0,0.0,0.0,0.0,0.5,0.102,0.5,0.0,0.0,0.0,0.0,65.0,19.0,164.0,0.0,-4.0,-4.3,
