Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2008-09,23,CLE,NBA,PF,5,0,25,2.2,11.2,0.2,0.0,0.0,2.2,11.2,0.2,0.2,0.0,4.5,0.0,0.0,11.2,11.2,2.2,0.0,0.0,2.2,11.2,4.5,40,105,
1 Yr,1 Yr,1 Yr,1 Yr,,5,0,25,2.2,11.2,0.2,0.0,0.0,2.2,11.2,0.2,0.2,0.0,4.5,0.0,0.0,11.2,11.2,2.2,0.0,0.0,2.2,11.2,4.5,40,105,
