"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '3P%')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 36_level_0', 'Awards')"
2007-08,27,ORL,NBA,EC1,TOR,W (4-1),5.0,30.2,10.2,3.6,1.4,0.4,0.0,17.0,44.0,0.386,12.0,32.0,0.375,5.0,12.0,0.417,0.523,5.0,6.0,0.833,1.0,17.0,18.0,7.0,2.0,0.0,2.0,10.0,51.0,
2007-08,27,ORL,NBA,ECS,DET,L (1-4),5.0,28.4,4.4,4.8,0.8,0.4,0.0,8.0,24.0,0.333,3.0,13.0,0.231,5.0,11.0,0.455,0.396,3.0,5.0,0.6,3.0,21.0,24.0,4.0,2.0,0.0,5.0,16.0,22.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,29,SAS,NBA,WC1,DAL,W (4-2),4.0,10.5,0.0,1.3,0.0,0.3,0.0,0.0,7.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,1.0,4.0,5.0,0.0,1.0,0.0,2.0,3.0,0.0,
2009-10,29,SAS,NBA,WCS,PHO,L (0-4),4.0,3.5,1.3,0.3,0.5,0.3,0.3,2.0,3.0,0.667,1.0,2.0,0.5,1.0,1.0,1.0,0.833,0.0,0.0,,0.0,1.0,1.0,2.0,1.0,1.0,0.0,6.0,5.0,
2010-11,30,CHI,NBA,EC1,IND,W (4-1),5.0,19.4,5.4,1.8,0.6,0.8,0.4,9.0,20.0,0.45,9.0,18.0,0.5,0.0,2.0,0.0,0.675,0.0,0.0,,3.0,6.0,9.0,3.0,4.0,2.0,1.0,3.0,27.0,
2010-11,30,CHI,NBA,ECS,ATL,W (4-2),6.0,19.5,5.3,1.0,0.8,0.7,0.0,11.0,26.0,0.423,10.0,21.0,0.476,1.0,5.0,0.2,0.615,0.0,0.0,,1.0,5.0,6.0,5.0,4.0,0.0,2.0,11.0,32.0,
2010-11,31,CHI,NBA,ECF,MIA,L (1-4),5.0,18.8,4.6,1.0,0.8,0.4,0.2,8.0,23.0,0.348,6.0,20.0,0.3,2.0,3.0,0.667,0.478,1.0,4.0,0.25,0.0,5.0,5.0,4.0,2.0,1.0,4.0,12.0,23.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-13,32,BRK,NBA,EC1,CHI,L (3-4),2.0,11.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,1.0,3.0,0.0,
4 Yrs (8 Series),4 Yrs (8 Series),4 Yrs (8 Series),4 Yrs (8 Series),4 Yrs (8 Series),4 Yrs (8 Series),4-4,36.0,18.9,4.4,1.9,0.8,0.4,0.1,55.0,148.0,0.372,41.0,111.0,0.369,14.0,37.0,0.378,0.51,9.0,15.0,0.6,9.0,61.0,70.0,27.0,16.0,4.0,17.0,64.0,160.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),WC1 (1 Series),1-0,4.0,10.5,0.0,1.3,0.0,0.3,0.0,0.0,7.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,1.0,4.0,5.0,0.0,1.0,0.0,2.0,3.0,0.0,
EC1 (3 Series),EC1 (3 Series),EC1 (3 Series),EC1 (3 Series),EC1 (3 Series),EC1 (3 Series),2-1,12.0,22.6,6.5,2.4,1.0,0.5,0.2,26.0,65.0,0.4,21.0,51.0,0.412,5.0,14.0,0.357,0.562,5.0,6.0,0.833,4.0,25.0,29.0,12.0,6.0,2.0,4.0,16.0,78.0,
WCS (1 Series),WCS (1 Series),WCS (1 Series),WCS (1 Series),WCS (1 Series),WCS (1 Series),0-1,4.0,3.5,1.3,0.3,0.5,0.3,0.3,2.0,3.0,0.667,1.0,2.0,0.5,1.0,1.0,1.0,0.833,0.0,0.0,,0.0,1.0,1.0,2.0,1.0,1.0,0.0,6.0,5.0,
ECS (2 Series),ECS (2 Series),ECS (2 Series),ECS (2 Series),ECS (2 Series),ECS (2 Series),1-1,11.0,23.5,4.9,2.7,0.8,0.5,0.0,19.0,50.0,0.38,13.0,34.0,0.382,6.0,16.0,0.375,0.51,3.0,5.0,0.6,4.0,26.0,30.0,9.0,6.0,0.0,7.0,27.0,54.0,
ECF (1 Series),ECF (1 Series),ECF (1 Series),ECF (1 Series),ECF (1 Series),ECF (1 Series),0-1,5.0,18.8,4.6,1.0,0.8,0.4,0.2,8.0,23.0,0.348,6.0,20.0,0.3,2.0,3.0,0.667,0.478,1.0,4.0,0.25,0.0,5.0,5.0,4.0,2.0,1.0,4.0,12.0,23.0,
