Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2008-09,19,GSW,NBA,PF,63.0,22.0,1129.0,199.0,431.0,0.462,0.0,4.0,0.0,199.0,427.0,0.466,0.462,101.0,141.0,0.716,128.0,235.0,363.0,49.0,42.0,74.0,80.0,141.0,499.0,0.0,
2009-10,20,GSW,NBA,C,33.0,8.0,749.0,137.0,309.0,0.443,1.0,5.0,0.2,136.0,304.0,0.447,0.445,109.0,136.0,0.801,73.0,142.0,215.0,42.0,28.0,51.0,49.0,92.0,384.0,0.0,
2010-11,21,2TM,NBA,C,40.0,3.0,590.0,123.0,264.0,0.466,1.0,4.0,0.25,122.0,260.0,0.469,0.468,58.0,86.0,0.674,43.0,117.0,160.0,33.0,22.0,24.0,53.0,62.0,305.0,0.0,
2010-11,21,NYK,NBA,PF,17.0,0.0,127.0,14.0,45.0,0.311,1.0,4.0,0.25,13.0,41.0,0.317,0.322,6.0,12.0,0.5,11.0,29.0,40.0,7.0,4.0,8.0,10.0,15.0,35.0,0.0,
2010-11,21,MIN,NBA,C,23.0,3.0,463.0,109.0,219.0,0.498,0.0,0.0,,109.0,219.0,0.498,0.498,52.0,74.0,0.703,32.0,88.0,120.0,26.0,18.0,16.0,43.0,47.0,270.0,0.0,
2011-12,22,MIN,NBA,PF,34.0,5.0,517.0,94.0,200.0,0.47,0.0,1.0,0.0,94.0,199.0,0.472,0.47,64.0,84.0,0.762,42.0,81.0,123.0,19.0,13.0,35.0,40.0,56.0,252.0,0.0,
2012-13,23,DEN,NBA,PF,39.0,0.0,329.0,56.0,114.0,0.491,0.0,8.0,0.0,56.0,106.0,0.528,0.491,31.0,45.0,0.689,29.0,66.0,95.0,12.0,19.0,21.0,37.0,41.0,143.0,0.0,
2013-14,24,DEN,NBA,PF,43.0,5.0,527.0,68.0,176.0,0.386,18.0,61.0,0.295,50.0,115.0,0.435,0.438,52.0,69.0,0.754,20.0,102.0,122.0,32.0,26.0,19.0,39.0,64.0,206.0,0.0,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,252.0,43.0,3841.0,677.0,1494.0,0.453,20.0,83.0,0.241,657.0,1411.0,0.466,0.46,415.0,561.0,0.74,335.0,743.0,1078.0,187.0,150.0,224.0,298.0,456.0,1789.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,14.0,1250.0,220.0,486.0,0.453,7.0,27.0,0.241,214.0,459.0,0.466,0.46,135.0,183.0,0.74,109.0,242.0,351.0,61.0,49.0,73.0,97.0,148.0,582.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSW (2 Yrs),GSW (2 Yrs),GSW (2 Yrs),GSW (2 Yrs),,96.0,30.0,1878.0,336.0,740.0,0.454,1.0,9.0,0.111,335.0,731.0,0.458,0.455,210.0,277.0,0.758,201.0,377.0,578.0,91.0,70.0,125.0,129.0,233.0,883.0,0.0,
DEN (2 Yrs),DEN (2 Yrs),DEN (2 Yrs),DEN (2 Yrs),,82.0,5.0,856.0,124.0,290.0,0.428,18.0,69.0,0.261,106.0,221.0,0.48,0.459,83.0,114.0,0.728,49.0,168.0,217.0,44.0,45.0,40.0,76.0,105.0,349.0,0.0,
MIN (2 Yrs),MIN (2 Yrs),MIN (2 Yrs),MIN (2 Yrs),,57.0,8.0,980.0,203.0,419.0,0.484,0.0,1.0,0.0,203.0,418.0,0.486,0.484,116.0,158.0,0.734,74.0,169.0,243.0,45.0,31.0,51.0,83.0,103.0,522.0,0.0,
NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),,17.0,0.0,127.0,14.0,45.0,0.311,1.0,4.0,0.25,13.0,41.0,0.317,0.322,6.0,12.0,0.5,11.0,29.0,40.0,7.0,4.0,8.0,10.0,15.0,35.0,0.0,
