"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Position Estimate', 'PG%')","('Position Estimate', 'SG%')","('Position Estimate', 'SF%')","('Position Estimate', 'PF%')","('Position Estimate', 'C%')","('+/- Per 100 Poss', 'OnCourt')","('+/- Per 100 Poss', 'On-Off')","('Turnovers', 'BadPass')","('Turnovers', 'LostBall')","('Fouls Committed', 'Shoot')","('Fouls Committed', 'Off.')","('Fouls Drawn', 'Shoot')","('Fouls Drawn', 'Off.')","('Misc.', 'PGA')","('Misc.', 'And1')","('Misc.', 'Blkd')","('Unnamed: 24_level_0', 'Awards')"
2006-07,26,GSW,NBA,PF,11.0,3.0,330.0,0.0,0.0,4.0,76.0,20.0,2.4,2.4,7.0,6.0,20.0,3.0,9.0,2.0,70.0,2.0,7.0,
,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,29,ORL,NBA,SF,14.0,14.0,326.0,0.0,0.0,100.0,0.0,0.0,8.5,-3.3,6.0,3.0,15.0,1.0,6.0,6.0,43.0,0.0,9.0,
2010-11,30,LAL,NBA,SF,10.0,0.0,131.0,0.0,0.0,99.0,1.0,0.0,-1.7,-0.7,2.0,2.0,13.0,2.0,3.0,2.0,11.0,1.0,2.0,
2011-12,31,LAL,NBA,SF,11.0,0.0,185.0,0.0,6.0,93.0,0.0,0.0,-7.3,-3.8,9.0,3.0,15.0,1.0,2.0,0.0,34.0,0.0,5.0,
2012-13,32,LAC,NBA,SF,6.0,0.0,162.0,0.0,0.0,86.0,14.0,0.0,5.0,27.0,2.0,1.0,11.0,2.0,7.0,1.0,6.0,1.0,4.0,
2013-14,33,LAC,NBA,SF,13.0,13.0,404.0,0.0,0.0,90.0,10.0,0.0,-1.0,-6.8,9.0,4.0,23.0,1.0,8.0,3.0,50.0,1.0,6.0,
2014-15,34,LAC,NBA,SF,14.0,14.0,409.0,0.0,0.0,88.0,12.0,0.0,8.5,18.0,9.0,1.0,28.0,4.0,8.0,1.0,51.0,2.0,9.0,
2015-16,35,MEM,NBA,SF,4.0,4.0,139.0,0.0,0.0,60.0,39.0,0.0,-26.1,-5.8,8.0,2.0,9.0,2.0,5.0,2.0,25.0,1.0,4.0,
2016-17,36,GSW,NBA,SF,12.0,0.0,61.0,0.0,0.0,60.0,38.0,2.0,-11.8,-27.3,2.0,0.0,1.0,1.0,0.0,0.0,15.0,0.0,0.0,
9 Yrs,9 Yrs,9 Yrs,9 Yrs,,95.0,48.0,2147.0,0.0,1.0,76.0,21.0,3.0,0.7,2.6,54.0,22.0,135.0,17.0,48.0,17.0,305.0,8.0,46.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,41.0,1853.0,0.0,1.0,76.0,21.0,3.0,0.7,2.6,47.0,19.0,117.0,15.0,41.0,15.0,263.0,7.0,40.0,
,,,,,,,,,,,,,,,,,,,,,,,,
LAC (3 Yrs),LAC (3 Yrs),LAC (3 Yrs),LAC (3 Yrs),,33.0,27.0,975.0,0.0,0.0,88.0,11.0,0.0,4.0,9.2,20.0,6.0,62.0,7.0,23.0,5.0,107.0,4.0,19.0,
GSW (2 Yrs),GSW (2 Yrs),GSW (2 Yrs),GSW (2 Yrs),,23.0,3.0,391.0,0.0,0.0,13.0,70.0,17.0,0.2,-2.2,9.0,6.0,21.0,4.0,9.0,2.0,85.0,2.0,7.0,
LAL (2 Yrs),LAL (2 Yrs),LAL (2 Yrs),LAL (2 Yrs),,21.0,0.0,316.0,0.0,4.0,96.0,0.0,0.0,-4.9,-2.5,11.0,5.0,28.0,3.0,5.0,2.0,45.0,1.0,7.0,
ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),,14.0,14.0,326.0,0.0,0.0,100.0,0.0,0.0,8.5,-3.3,6.0,3.0,15.0,1.0,6.0,6.0,43.0,0.0,9.0,
MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),MEM (1 Yr),,4.0,4.0,139.0,0.0,0.0,60.0,39.0,0.0,-26.1,-5.8,8.0,2.0,9.0,2.0,5.0,2.0,25.0,1.0,4.0,
