"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'College')","('Unnamed: 3_level_0', 'G')","('Unnamed: 4_level_0', 'MP')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', '3P')","('Totals', '3PA')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'ORB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Shooting', 'FG%')","('Shooting', '3P%')","('Shooting', 'FT%')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')"
2003-04,18.0,LSU,29,1013,121,240,5,19,123,157,71,214,17,21,56,55,59,370,0.504,0.263,0.783,34.9,12.8,7.4,0.6
2004-05,19.0,LSU,30,1007,181,319,12,26,146,188,82,272,25,24,48,54,73,520,0.567,0.462,0.777,33.6,17.3,9.1,0.8
Career,,,59,2020,302,559,17,45,269,345,153,486,42,45,104,109,132,890,0.54,0.378,0.78,34.2,15.1,8.2,0.7
