Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2005-06,23,LAL,NBA,C,3.0,0.0,25.0,6.3,10.5,0.6,0.0,0.0,6.3,10.5,0.6,0.6,10.5,12.6,0.833,8.4,6.3,14.7,0.0,0.0,2.1,4.2,10.5,23.0,129.0,115.0,
2006-07,24,LAL,NBA,C,4.0,0.0,48.0,5.3,14.8,0.357,0.0,0.0,5.3,14.8,0.357,0.357,7.4,10.6,0.7,6.4,6.4,12.7,1.1,2.1,1.1,1.1,8.5,18.0,112.0,113.0,
2007-08,25,LAL,NBA,C,19.0,0.0,187.0,3.9,10.0,0.389,0.0,0.0,3.9,10.0,0.389,0.389,2.8,4.7,0.588,1.7,5.8,7.5,1.4,0.6,5.0,2.5,11.4,10.5,84.0,107.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11,28,NYK,NBA,C,4.0,4.0,75.0,5.6,8.4,0.667,0.0,0.0,5.6,8.4,0.667,0.667,4.9,7.0,0.7,2.8,4.9,7.7,2.8,0.7,4.2,2.1,2.8,16.1,130.0,108.0,
2011-12,29,MIA,NBA,C,12.0,7.0,121.0,4.5,8.1,0.556,0.0,0.0,4.5,8.1,0.556,0.556,1.4,5.0,0.273,5.0,9.0,14.0,0.5,0.5,3.6,2.7,10.4,10.4,96.0,100.0,
2012-13,30,LAC,NBA,C,5.0,0.0,59.0,6.5,9.2,0.7,0.0,0.0,6.5,9.2,0.7,0.7,1.8,3.7,0.5,3.7,3.7,7.4,0.0,0.9,2.8,1.8,12.9,14.8,123.0,114.0,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,47.0,11.0,515.0,4.8,9.7,0.495,0.0,0.0,4.8,9.7,0.495,0.495,3.5,5.9,0.586,3.6,6.2,9.8,1.1,0.7,3.8,2.4,9.7,13.1,103.0,107.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAL (3 Yrs),LAL (3 Yrs),LAL (3 Yrs),LAL (3 Yrs),,26.0,0.0,260.0,4.4,10.9,0.4,0.0,0.0,4.4,10.9,0.4,0.4,4.4,6.6,0.667,3.2,6.0,9.1,1.2,0.8,4.0,2.4,10.7,13.1,96.0,109.0,
MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),,12.0,7.0,121.0,4.5,8.1,0.556,0.0,0.0,4.5,8.1,0.556,0.556,1.4,5.0,0.273,5.0,9.0,14.0,0.5,0.5,3.6,2.7,10.4,10.4,96.0,100.0,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,5.0,0.0,59.0,6.5,9.2,0.7,0.0,0.0,6.5,9.2,0.7,0.7,1.8,3.7,0.5,3.7,3.7,7.4,0.0,0.9,2.8,1.8,12.9,14.8,123.0,114.0,
NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),,4.0,4.0,75.0,5.6,8.4,0.667,0.0,0.0,5.6,8.4,0.667,0.667,4.9,7.0,0.7,2.8,4.9,7.7,2.8,0.7,4.2,2.1,2.8,16.1,130.0,108.0,
