"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 22_level_0', 'Awards')"
2005-06,23,LAL,NBA,C,3.0,0.0,25.0,0.6,0.6,0.6,0.833,0.72,1.2,0.0,132.0,126.0,122.0,112.0,134.0,360.0,0.0,
2006-07,24,LAL,NBA,C,4.0,0.0,48.0,0.357,0.357,0.357,0.7,0.462,0.714,0.0,78.0,74.0,72.0,93.0,85.0,218.0,0.0,
2007-08,25,LAL,NBA,C,19.0,0.0,187.0,0.389,0.389,0.389,0.588,0.437,0.472,0.0,85.0,80.0,78.0,78.0,81.0,154.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,
2010-11,28,NYK,NBA,C,4.0,4.0,75.0,0.667,0.667,0.667,0.7,0.701,0.833,0.0,145.0,137.0,134.0,92.0,130.0,278.0,0.0,
2011-12,29,MIA,NBA,C,12.0,7.0,121.0,0.556,0.556,0.556,0.273,0.504,0.611,0.0,124.0,117.0,114.0,36.0,96.0,222.0,0.0,
2012-13,30,LAC,NBA,C,5.0,0.0,59.0,0.7,0.7,0.7,0.5,0.68,0.4,0.0,155.0,145.0,141.0,66.0,127.0,148.0,0.0,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,47.0,11.0,515.0,0.495,0.495,0.495,0.586,0.531,0.611,0.0,109.0,102.0,100.0,78.0,99.0,202.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,
LAL (3 Yrs),LAL (3 Yrs),LAL (3 Yrs),LAL (3 Yrs),,26.0,0.0,260.0,0.4,0.4,0.4,0.667,0.475,0.6,0.0,88.0,83.0,81.0,89.0,88.0,189.0,0.0,
MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),,12.0,7.0,121.0,0.556,0.556,0.556,0.273,0.504,0.611,0.0,124.0,117.0,114.0,36.0,96.0,222.0,0.0,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,5.0,0.0,59.0,0.7,0.7,0.7,0.5,0.68,0.4,0.0,155.0,145.0,141.0,66.0,127.0,148.0,0.0,
NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),,4.0,4.0,75.0,0.667,0.667,0.667,0.7,0.701,0.833,0.0,145.0,137.0,134.0,92.0,130.0,278.0,0.0,
