"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2003-04,18.0,PHO,NBA,28:36,6.0,15.0,0.0,2.0,6.0,15.0,5.0,6.0,3.0,6.0,7.0,2.0,1.0,1.0,2.0,5.0,17.0,10.6
2004-05,19.0,TOT,NBA,25:40,6.0,11.0,1.0,1.0,6.0,11.0,3.0,4.0,4.0,7.0,8.0,2.0,2.0,1.0,5.0,4.0,14.0,11.2
2004-05,19.0,PHO,NBA,18:19,4.0,8.0,1.0,1.0,4.0,8.0,3.0,4.0,4.0,3.0,7.0,1.0,1.0,1.0,5.0,4.0,10.0,7.7
2004-05,19.0,NOH,NBA,25:40,6.0,11.0,0.0,1.0,6.0,11.0,2.0,2.0,3.0,7.0,8.0,2.0,2.0,1.0,2.0,4.0,14.0,11.2
2005-06,20.0,TOT,NBA,9:28,1.0,5.0,0.0,0.0,1.0,5.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,2.4
2005-06,20.0,NOK,NBA,9:28,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,-0.1
2005-06,20.0,HOU,NBA,4:36,1.0,5.0,0.0,0.0,1.0,5.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,2.4
Career,,,,28:36,6.0,15.0,1.0,2.0,6.0,15.0,5.0,6.0,4.0,7.0,8.0,2.0,2.0,1.0,5.0,5.0,17.0,11.2
,,,,,,,,,,,,,,,,,,,,,,
2 Seasons,,PHO,NBA,28:36,6.0,15.0,1.0,2.0,6.0,15.0,5.0,6.0,4.0,6.0,7.0,2.0,1.0,1.0,5.0,5.0,17.0,10.6
2 Seasons,,"NOH,NOK",NBA,25:40,6.0,11.0,0.0,1.0,6.0,11.0,2.0,2.0,3.0,7.0,8.0,2.0,2.0,1.0,2.0,4.0,14.0,11.2
1 Season,,HOU,NBA,4:36,1.0,5.0,0.0,0.0,1.0,5.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,2.4
