"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 30_level_0', 'Awards')"
2018-19,20,PHO,NBA,PG,50.0,31.0,984.0,0.391,13.7,0.629,0.281,0.156,0.102,0.09,0.371,0.441,0.569,0.35,0.462,0.174,0.305,0.338,1.0,0.031,8.0,0.274,0.385,0.0,0.0,
2019-20,21,MEM,NBA,PG,60.0,8.0,1167.0,0.401,13.9,0.651,0.274,0.177,0.077,0.122,0.349,0.464,0.627,0.394,0.323,0.286,0.286,0.529,0.875,0.055,20.0,0.164,0.391,2.0,0.0,
2020-21,22,MEM,NBA,PG,52.0,1.0,1045.0,0.438,16.9,0.463,0.163,0.155,0.104,0.041,0.537,0.467,0.609,0.295,0.561,0.313,0.412,0.412,0.793,0.033,12.0,0.213,0.467,0.0,0.0,
2021-22,23,MEM,NBA,SG,73.0,15.0,1657.0,0.404,17.0,0.465,0.164,0.164,0.068,0.065,0.535,0.44,0.605,0.368,0.383,0.289,0.374,0.472,0.856,0.037,21.0,0.156,0.5,3.0,0.0,6MOY-8
2022-23,24,PHI,NBA,SG,77.0,58.0,2150.0,0.425,17.8,0.381,0.183,0.131,0.037,0.026,0.619,0.484,0.622,0.329,0.292,0.529,0.39,0.467,0.873,0.011,6.0,0.241,0.371,2.0,0.0,
2023-24,25,PHI,NBA,SG,38.0,33.0,1023.0,0.386,17.6,0.406,0.181,0.153,0.031,0.042,0.594,0.425,0.538,0.345,0.273,0.333,0.36,0.484,0.792,0.028,10.0,0.178,0.342,0.0,0.0,
2024-25,26,GSW,NBA,SG,6.0,2.0,121.0,0.407,18.2,0.352,0.13,0.185,0.037,0.0,0.648,0.474,0.286,0.7,0.0,,0.371,0.444,0.923,0.037,2.0,0.114,0.75,0.0,0.0,
7 Yrs,7 Yrs,7 Yrs,7 Yrs,,356.0,148.0,8147.0,0.41,16.5,0.477,0.196,0.155,0.065,0.059,0.523,0.455,0.597,0.358,0.401,0.303,0.369,0.459,0.852,0.031,79.0,0.198,0.416,7.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,34.0,1877.0,0.41,16.5,0.477,0.196,0.155,0.065,0.059,0.523,0.455,0.597,0.358,0.401,0.303,0.369,0.459,0.852,0.031,18.0,0.198,0.416,2.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEM (3 Yrs),MEM (3 Yrs),MEM (3 Yrs),MEM (3 Yrs),,185.0,24.0,3869.0,0.412,16.0,0.514,0.193,0.165,0.08,0.074,0.486,0.454,0.615,0.358,0.429,0.291,0.368,0.477,0.838,0.041,53.0,0.174,0.468,5.0,0.0,
PHI (2 Yrs),PHI (2 Yrs),PHI (2 Yrs),PHI (2 Yrs),,115.0,91.0,3173.0,0.411,17.7,0.39,0.182,0.138,0.035,0.032,0.61,0.462,0.592,0.336,0.286,0.438,0.379,0.473,0.846,0.017,16.0,0.219,0.363,2.0,0.0,
PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),,50.0,31.0,984.0,0.391,13.7,0.629,0.281,0.156,0.102,0.09,0.371,0.441,0.569,0.35,0.462,0.174,0.305,0.338,1.0,0.031,8.0,0.274,0.385,0.0,0.0,
GSW (1 Yr),GSW (1 Yr),GSW (1 Yr),GSW (1 Yr),,6.0,2.0,121.0,0.407,18.2,0.352,0.13,0.185,0.037,0.0,0.648,0.474,0.286,0.7,0.0,,0.371,0.444,0.923,0.037,2.0,0.114,0.75,0.0,0.0,
