"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '3P%')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 36_level_0', 'Awards')"
2007-08,22,BOS,NBA,EC1,ATL,W (4-3),7,30.9,11.6,4.1,7.3,1.7,0.1,36,79,.456,1,4,.250,35,75,.467,.462,8,10,.800,12,17,29,51,12,1,7,20,81,
2007-08,22,BOS,NBA,ECS,CLE,W (4-3),7,31.3,10.6,4.1,6.0,1.4,0.4,29,68,.426,3,7,.429,26,61,.426,.449,13,17,.765,8,21,29,42,10,3,18,20,74,
2007-08,22,BOS,NBA,ECF,DET,W (4-2),6,39.0,9.2,4.3,6.5,2.3,0.2,22,63,.349,1,6,.167,21,57,.368,.357,10,14,.714,12,14,26,39,14,1,13,21,55,
2007-08,22,BOS,NBA,FIN,LAL,W (4-2),6,27.0,9.3,3.8,6.7,1.5,0.5,20,53,.377,0,3,.000,20,50,.400,.377,16,27,.593,7,16,23,40,9,3,9,13,56,
2008-09,23,BOS,NBA,EC1,CHI,W (4-3),7,45.3,19.4,9.3,11.6,2.7,0.4,54,119,.454,4,9,.444,50,110,.455,.471,24,37,.649,18,47,65,81,19,3,15,24,136,
2008-09,23,BOS,NBA,ECS,ORL,L (3-4),7,37.1,14.3,10.1,8.0,2.3,0.0,39,104,.375,2,15,.133,37,89,.416,.385,20,30,.667,14,57,71,56,16,0,23,23,100,
2009-10,24,BOS,NBA,EC1,MIA,W (4-1),5,42.0,14.8,6.2,10.2,2.4,0.2,28,66,.424,3,6,.500,25,60,.417,.447,15,18,.833,9,22,31,51,12,1,15,11,74,
2009-10,24,BOS,NBA,ECS,CLE,W (4-2),6,41.8,20.7,6.3,11.8,1.8,0.0,46,85,.541,3,9,.333,43,76,.566,.559,29,44,.659,8,30,38,71,11,0,22,20,124,
2009-10,24,BOS,NBA,ECF,ORL,W (4-2),6,40.3,14.3,3.5,8.0,2.0,0.0,33,78,.423,1,3,.333,32,75,.427,.429,19,33,.576,5,16,21,48,12,0,16,14,86,
2009-10,24,BOS,NBA,FIN,LAL,L (3-4),7,38.9,13.6,6.3,7.6,1.6,0.3,44,97,.454,2,6,.333,42,91,.462,.464,5,19,.263,16,28,44,53,11,2,19,12,95,
2010-11,25,BOS,NBA,EC1,NYK,W (4-0),4,42.0,19.0,7.3,12.0,1.0,0.0,31,62,.500,0,2,.000,31,60,.517,.500,14,26,.538,9,20,29,48,4,0,15,4,76,
2010-11,25,BOS,NBA,ECS,MIA,L (1-4),5,35.6,10.0,4.0,7.6,1.2,0.0,20,45,.444,0,1,.000,20,44,.455,.444,10,12,.833,2,18,20,38,6,0,18,12,50,
2011-12,26,BOS,NBA,EC1,ATL,W (4-2),5,41.8,16.8,5.6,11.8,3.4,0.2,38,82,.463,3,6,.500,35,76,.461,.482,5,9,.556,6,22,28,59,17,1,18,3,84,
