Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2005-06,22,MIA,NBA,PF,2,0,7,0.0,22.8,0.0,0.0,0.0,0.0,22.8,0.0,0.0,0.0,0.0,7.6,0.0,7.6,0.0,0.0,0.0,7.6,7.6,0.0,20,111,
1 Yr,1 Yr,1 Yr,1 Yr,,2,0,7,0.0,22.8,0.0,0.0,0.0,0.0,22.8,0.0,0.0,0.0,0.0,7.6,0.0,7.6,0.0,0.0,0.0,7.6,7.6,0.0,20,111,
