"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Added', 'FG Add')","('Added', 'TS Add')","('Unnamed: 26_level_0', 'Awards')"
2008-09,20,CHA,NBA,PF,31,4,182,.362,.373,.000,.362,.714,.430,.406,.029,79,77,0,72,93,79,133,13,-19.0,-18.5,
2009-10,21,CHA,NBA,C,6,0,30,.500,.500,,.500,.000,.479,.100,.000,108,102,,100,0,88,33,0,0.0,-1.3,
2010-11,22,2TM,NBA,C,34,2,340,.444,.475,.353,.489,.722,.507,.135,.256,97,97,98,98,95,94,45,115,-2.6,-9.6,
2010-11,22,DAL,NBA,C,10,2,75,.375,.360,.429,.422,.667,.435,.094,.219,82,74,120,85,87,80,31,99,-4.9,-7.1,
2010-11,22,TOR,NBA,C,24,0,265,.465,.514,.333,.510,.733,.530,.149,.267,101,105,93,102,96,98,50,121,2.3,-2.5,
2011-12,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2012-13,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2013-14,25,NOP,NBA,C,56,30,951,.546,.548,.000,.546,.836,.589,.269,.004,120,112,0,109,111,109,95,2,22.5,26.8,
2014-15,26,NOP,NBA,C,68,8,957,.550,.550,,.550,.818,.595,.301,.000,123,113,,111,109,111,110,0,35.7,45.0,
2015-16,27,NOP,NBA,C,59,17,861,.476,.478,.000,.476,.839,.514,.197,.003,105,97,0,95,111,95,71,1,-16.6,-18.5,
2016-17,28,NOP,NBA,C,39,15,584,.500,.511,.000,.500,.725,.529,.225,.022,109,102,0,97,94,96,83,7,-4.9,-9.1,
7 Yrs,7 Yrs,7 Yrs,7 Yrs,,293,76,3905,.503,.510,.286,.507,.797,.546,.246,.033,110,104,80,101,105,101,88,14,15.1,14.8,
,,,,,,,,,,,,,,,,,,,,,,,,,,
NOP (4 Yrs),NOP (4 Yrs),NOP (4 Yrs),NOP (4 Yrs),,222,70,3353,.519,.522,.000,.519,.813,.559,.250,.006,115,106,0,103,108,103,91,2,36.7,44.2,
CHA (2 Yrs),CHA (2 Yrs),CHA (2 Yrs),CHA (2 Yrs),,37,4,212,.380,.390,.000,.380,.690,.436,.367,.025,83,80,0,76,89,80,120,11,-19.0,-19.8,
TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),,24,0,265,.465,.514,.333,.510,.733,.530,.149,.267,101,105,93,102,96,98,50,121,2.3,-2.5,
DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),,10,2,75,.375,.360,.429,.422,.667,.435,.094,.219,82,74,120,85,87,80,31,99,-4.9,-7.1,
