Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2008-09,20,CHA,NBA,PF,31,4,182,7.5,20.6,.362,0.0,0.6,.000,7.5,20.0,.373,.362,6.0,8.4,.714,2.7,6.3,9.0,0.9,2.1,1.8,3.6,10.2,20.9,86,104,
2009-10,21,CHA,NBA,C,6,0,30,8.9,17.7,.500,0.0,0.0,,8.9,17.7,.500,.500,0.0,1.8,.000,1.8,5.3,7.1,0.0,1.8,1.8,3.5,8.9,17.7,81,103,
2010-11,22,2TM,NBA,C,34,2,340,9.0,20.3,.444,1.8,5.2,.353,7.2,15.1,.475,.489,2.0,2.7,.722,2.6,9.3,11.9,1.5,1.7,2.9,2.7,11.1,21.8,98,107,
2010-11,22,DAL,NBA,C,10,2,75,8.4,22.4,.375,2.1,4.9,.429,6.3,17.5,.360,.422,1.4,2.1,.667,3.5,8.4,11.9,1.4,2.1,3.5,0.7,9.1,20.3,97,100,
2010-11,22,TOR,NBA,C,24,0,265,9.2,19.7,.465,1.8,5.3,.333,7.4,14.4,.514,.510,2.1,2.9,.733,2.3,9.6,11.9,1.6,1.6,2.7,3.3,11.7,22.2,99,108,
2011-12,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2012-13,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2013-14,25,NOP,NBA,C,56,30,951,7.4,13.6,.546,0.0,0.1,.000,7.4,13.6,.548,.546,3.1,3.7,.836,5.1,10.0,15.2,2.2,1.3,2.5,3.4,10.2,18.0,110,107,
2014-15,26,NOP,NBA,C,68,8,957,9.9,18.1,.550,0.0,0.0,,9.9,18.1,.550,.550,4.4,5.4,.818,5.7,11.6,17.3,2.6,1.2,2.8,3.8,8.3,24.3,113,103,
2015-16,27,NOP,NBA,C,59,17,861,8.6,18.1,.476,0.0,0.1,.000,8.6,18.1,.478,.476,3.0,3.6,.839,4.3,11.2,15.5,1.8,1.1,2.1,3.1,7.7,20.3,100,107,
2016-17,28,NOP,NBA,C,39,15,584,7.5,14.9,.500,0.0,0.3,.000,7.5,14.6,.511,.500,2.4,3.4,.725,3.9,11.0,14.8,1.0,1.7,1.8,2.6,6.5,17.4,101,104,
7 Yrs,7 Yrs,7 Yrs,7 Yrs,,293,76,3905,8.5,16.8,.503,0.2,0.6,.286,8.3,16.3,.510,.507,3.3,4.1,.797,4.5,10.5,15.1,1.9,1.3,2.4,3.3,8.7,20.4,104,106,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOP (4 Yrs),NOP (4 Yrs),NOP (4 Yrs),NOP (4 Yrs),,222,70,3353,8.5,16.3,.519,0.0,0.1,.000,8.5,16.2,.522,.519,3.3,4.1,.813,4.9,10.9,15.8,2.0,1.3,2.4,3.3,8.3,20.2,106,106,
CHA (2 Yrs),CHA (2 Yrs),CHA (2 Yrs),CHA (2 Yrs),,37,4,212,7.7,20.2,.380,0.0,0.5,.000,7.7,19.7,.390,.380,5.1,7.4,.690,2.6,6.1,8.7,0.8,2.0,1.8,3.6,10.0,20.4,85,104,
TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),TOR (1 Yr),,24,0,265,9.2,19.7,.465,1.8,5.3,.333,7.4,14.4,.514,.510,2.1,2.9,.733,2.3,9.6,11.9,1.6,1.6,2.7,3.3,11.7,22.2,99,108,
DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),,10,2,75,8.4,22.4,.375,2.1,4.9,.429,6.3,17.5,.360,.422,1.4,2.1,.667,3.5,8.4,11.9,1.4,2.1,3.5,0.7,9.1,20.3,97,100,
