0
2003-04 NBA 5.8 (16th)
2004-05 NBA 8.0 (10th)
2005-06 NBA 10.3 (3rd)
2006-07 NBA 9.0 (4th)
2007-08 NBA 10.3 (2nd)
2008-09 NBA 9.4 (3rd)
2009-10 NBA 10.2 (2nd)
2010-11 NBA 8.4 (5th)
2011-12 NBA 8.1 (3rd)
2012-13 NBA 7.0 (6th)
2013-14 NBA 7.6 (8th)
2014-15 NBA 7.7 (4th)
2015-16 NBA 6.5 (14th)
2016-17 NBA 7.2 (11th)
2017-18 NBA 6.5 (10th)
2019-20 NBA 5.7 (18th)
2023-24 NBA 5.7 (16th)
Active 7.5 (6th)
Career 7.5 (26th)
Career NBA 7.5 (26th)
Career Playoffs 8.6 (14th)
Career NBA Playoffs 8.6 (13th)
